"X","trait","beta","Aa","Ad","AaAa","AaAd","AdAd","Observed_Sum","PercentError"
3247,"Aa - Aa",5.64,6.6892231816179,0,-1.45801676504714,-1.68432283805765,0,3.54688357851311,37.1119932887746
3248,"Aa - Aa",-5.64,-6.6892231816179,0,1.45801676504714,1.68432283805765,0,-3.54688357851311,37.1119932887746
3249,"Aa",6.01,5.86280539369016,0,0,0,0,5.86280539369016,2.44916150265956
3250,"Aa",23.65,24.5307191169246,0,0,0,0,24.5307191169246,3.72397089608711
3251,"Aa / Aa",0,-0.0483592607893477,0,0,0,0,-0.0483592607893477,Inf
3252,"Aa / Aa",0,0.341518919782633,0,0,0,0,0.341518919782633,Inf
3253,"Aa * Aa",1004.66736698477,1012.34983918966,0,148.813902846706,0,0,1161.16374203637,15.5769342365798
3254,"Aa + Aa",29.66,30.3312698179209,0,0,0,0,30.3312698179209,2.26321583924781
3255,"Aa - Aa",-17.64,-18.6314073989456,0,0,0,0,-18.6314073989456,5.62022335003175
3256,"Aa - Aa",17.64,18.6314073989456,0,0,0,0,18.6314073989456,5.62022335003175
3257,"Aa",8.05,7.82537652840593,0,-0.345237761702392,0,0,7.48013876670354,7.07902153163307
3258,"Aa",0.203653597308489,0.203358889643325,0,0,0,0,0.203358889643325,0.144710267365225
3259,"Aa / Aa",0,47.5493272508371,0,0,0,0,47.5493272508371,Inf
3260,"Aa / Aa",0,0.0136105042535076,0,0,0,0,0.0136105042535076,Inf
3261,"Aa * Aa",2.94154568278651,2.97370618957438,0,1.57687965000642,0,0,4.5505858395808,54.7004986599445
3262,"Aa + Aa",8.25365359730849,8.02862818833442,0,-0.347312898361155,0,0,7.68131528997326,6.93436307433432
3263,"Aa - Aa",7.84634640269151,7.62212646724334,0,-0.343156620490894,0,0,7.27896984675245,7.2310923686015
3264,"Aa - Aa",-7.84634640269151,-7.62212646724334,0,0.343156620490894,0,0,-7.27896984675245,7.2310923686015
3265,"Aa",0.0545,0.0965029849942891,0,0,0,0,0.0965029849942891,77.0696972372277
3266,"Aa",1.105,1.33400042047624,0,-0.260213072227606,-0.530857434697737,0,0.542929913550897,50.8660711718645
3267,"Aa / Aa",0,-0.0239851968869598,0,0,0,0,-0.0239851968869598,Inf
3268,"Aa / Aa",0,0.46704807003683,0,0,0,0,0.46704807003683,Inf
3269,"Aa * Aa",3.22086572207605,3.19573858813831,0,0,0,0,3.19573858813831,0.780136028817243
3270,"Aa + Aa",1.1595,1.37964656898377,0,0,0,0,1.37964656898377,18.986336264232
3271,"Aa - Aa",-1.0505,-1.16197284136216,0,0,0,0,-1.16197284136216,10.6114080306673
3272,"Aa - Aa",1.0505,1.16197284136216,0,0,0,0,1.16197284136216,10.6114080306673
3273,"Aa",0.303125,0.295786216315421,0,0,0.0107434354058018,0.0174348799230399,0.323964531644263,6.87489703728255
3274,"Aa",2.565,2.47697524353477,0,0,0,0,2.47697524353477,3.43176438460935
3275,"Aa / Aa",0,0.015105984118531,0,0,0,0,0.015105984118531,Inf
3276,"Aa / Aa",0,-12.531534168548,-5.35547133987808,0,0,0,-17.8870055084261,Inf
3277,"Aa * Aa",5.6022653416545,5.54754347894295,0,0.36347180429562,0,0,5.91101528323857,5.51116240939933
3278,"Aa + Aa",2.868125,2.77935688183554,0,0,0,0,2.77935688183554,3.09498777649021
3279,"Aa - Aa",-2.261875,-2.17411620785125,0,0,0,0,-2.17411620785125,3.87991344122685
3280,"Aa - Aa",2.261875,2.17411620785125,0,0,0,0,2.17411620785125,3.87991344122685
3281,"Aa",8.65,8.30270718768942,0,0,0,0,8.30270718768942,4.01494580705874
3282,"Aa",0.00703125,0.00714861008236001,0,0,0,0,0.00714861008236001,1.66912117134236
3283,"Aa / Aa",0,100.208355050287,0,-31.4155395382677,-22.9308050559343,0,45.862010456085,Inf
3284,"Aa / Aa",0,-0.00151810473536618,0,0,0,0,-0.00151810473536618,Inf
3285,"Aa * Aa",0.722384141718915,0.710218286293998,0,0,0,0,0.710218286293998,1.68412548425666
3286,"Aa + Aa",8.65703125,8.31052444142093,0,0,0,0,8.31052444142093,4.0026054957243
3287,"Aa - Aa",8.64296875,8.29489383067231,0,0,0,0,8.29489383067231,4.02726111126677
3288,"Aa - Aa",-8.64296875,-8.29489383067231,0,0,0,0,-8.29489383067231,4.02726111126677
3289,"Aa",8.275,8.03317876289402,0,0,0,0,8.03317876289402,2.92231102242877
3290,"Aa",0.4818152385,0.476870358323477,0,0,0,0,0.476870358323477,1.02630215514095
3291,"Aa / Aa",0,73.6093583279403,0,0,0,0,73.6093583279403,Inf
3292,"Aa / Aa",0,0.0137260689111029,0,-0.00338272502430317,0,0,0.0103433438867997,Inf
3293,"Aa * Aa",17.219669863772,17.1437800096258,0,3.74148718850069,0,0,20.8852671981265,21.2872683585325
3294,"Aa + Aa",8.7568152385,8.51026388241815,0,0,0,0,8.51026388241815,2.81553680609668
3295,"Aa - Aa",7.7931847615,7.55612438982645,0,0,0,0,7.55612438982645,3.04189338413583
3296,"Aa - Aa",-7.7931847615,-7.55612438982645,0,0,0,0,-7.55612438982645,3.04189338413583
3297,"Aa",5.656,5.9279248890792,0,0,0,0,5.9279248890792,4.80772434722772
3298,"Aa",3.87,5.66629139693346,0,0,0,0,5.66629139693346,46.4157983703736
3299,"Aa / Aa",0,0.0600178498762688,-0.00112051377698645,0,0.0576299591550977,0,0.11652729525438,Inf
3300,"Aa / Aa",0,-0.662641495406817,0,0,-0.525927741161124,0,-1.18856923656794,Inf
3301,"Aa * Aa",513.433039329295,499.500316787726,0,0,0,0,499.500316787726,2.71363965197283
3302,"Aa + Aa",9.526,11.4872702892988,0,0,0,0,11.4872702892988,20.5886026590258
3303,"Aa - Aa",1.786,-0.554248001830318,-2.7493188310853,0,12.8353915040721,0,9.53182467115648,433.696790098347
3304,"Aa - Aa",-1.786,0.554248001830318,2.7493188310853,0,-12.8353915040721,0,-9.53182467115648,433.696790098347
3305,"Aa",0.1175,0.0711861155002953,0,-0.0513170909681925,0,0,0.0198690245321028,83.0901918875721
3306,"Aa",0.88,0.859594495564688,0,0,0,0,0.859594495564688,2.31880732219454
3307,"Aa / Aa",0,-0.183949992469687,0,0,0,-0.0274247783460653,-0.211374770815752,Inf
3308,"Aa / Aa",0,0.379822150153704,0,0,0,0,0.379822150153704,Inf
3309,"Aa * Aa",1.88296711812359,1.90580495351438,0,0,0,0,1.90580495351438,1.21286426995858
3310,"Aa + Aa",0.9975,0.920938000970587,0,0,0,0,0.920938000970587,7.675388373876
3311,"Aa - Aa",-0.7625,-0.792912724438935,0,0,0,0,-0.792912724438935,3.98855402477837
3312,"Aa - Aa",0.7625,0.792912724438935,0,0,0,0,0.792912724438935,3.98855402477837
3313,"Aa",11.55,10.0177799008168,0,0,0,0,10.0177799008168,13.265974884703
3314,"Aa",20.51,18.7421326454494,0,0,0,0,18.7421326454494,8.61953853998344
3315,"Aa / Aa",0,-0.330254603793645,0,0,0,0,-0.330254603793645,Inf
3316,"Aa / Aa",0,0.0887377796149698,0,0,0,0,0.0887377796149698,Inf
3317,"Aa * Aa",3805.08504955909,3828.94835304245,0,0,0,0,3828.94835304245,0.627142446819297
3318,"Aa + Aa",32.06,28.7353351578614,0,0,0,0,28.7353351578614,10.3701336311248
3319,"Aa - Aa",-8.96,-8.28959359826276,0,0,0,0,-8.28959359826276,7.48221430510313
3320,"Aa - Aa",8.96,8.28959359826276,0,0,0,0,8.28959359826276,7.48221430510313
3321,"Aa",0.53,0.48461344265118,0,0,0.192276320916446,0,0.676889763567626,27.7150497297407
3322,"Aa",0.8285,0.793661666518298,0,0,0,0,0.793661666518298,4.20498895373592
3323,"Aa / Aa",0,-1.37052112351678,0,0,0,0,-1.37052112351678,Inf
3324,"Aa / Aa",0,0.158180272399755,0,0,0,0,0.158180272399755,Inf
3325,"Aa * Aa",3.88231649179626,3.89580752541884,0,0.419244098048665,0,0,4.3150516234675,11.1463125838828
3326,"Aa + Aa",1.3585,1.28010295344907,0,0,0.17008556581468,0,1.45018851926375,6.74924690936695
3327,"Aa - Aa",-0.2985,-0.308858674334842,0,0,0.199078374633348,0,-0.109780299701494,63.2226801670037
3328,"Aa - Aa",0.2985,0.308858674334842,0,0,-0.199078374633348,0,0.109780299701494,63.2226801670037
3329,"Aa",0.01015625,0.00857463420661824,0,0,0,0,0.00857463420661824,15.5728324271435
3330,"Aa",1.1,0,0,0,0,0,0,100
3331,"Aa / Aa",0,0.000250155016671248,0,0,0,0,0.000250155016671248,Inf
3332,"Aa / Aa",0,-50.9797934791339,0,0,0,0,-50.9797934791339,Inf
3333,"Aa * Aa",0.278888631556241,0.310885636578934,0,0,0,0,0.310885636578934,11.473040275663
3334,"Aa + Aa",1.11015625,0,0,0,0,0,0,100
3335,"Aa - Aa",-1.08984375,0,0,0,0,0,0,100
3336,"Aa - Aa",1.08984375,0,0,0,0,0,0,100
3337,"Aa",45.5,42.504873907403,0,0,0,0,42.504873907403,6.58269470900439
3338,"Aa",0.475,0.426936728772959,0,0,0,0,0.426936728772959,10.1185834162191
3339,"Aa / Aa",0,4.76412171986498,0,-0.548900866210869,0,0,4.21522085365411,Inf
3340,"Aa / Aa",0,-0.0307754128846015,0,0,0,0,-0.0307754128846015,Inf
3341,"Aa * Aa",379.122891352781,378.986421087006,0,0,0,-36.6983818615096,342.288039225496,9.71580797874035
3342,"Aa + Aa",45.975,42.9233994457679,0,0,0,0,42.9233994457679,6.63752159702469
3343,"Aa - Aa",45.025,42.0950532827943,0,0,0,0,42.0950532827943,6.50737749518202
3344,"Aa - Aa",-45.025,-42.0950532827943,0,0,0,0,-42.0950532827943,6.50737749518202
3345,"Aa",26.5,26.323736906506,0,0,0,0,26.323736906506,0.665143749033965
3346,"Aa",69.31,69.056987554306,0,0,0,0,69.056987554306,0.365044648238346
3347,"Aa / Aa",0,0.936153540474783,1.2119987479278,0,0,0,2.14815228840258,Inf
3348,"Aa / Aa",0,0.904314849202653,0,-0.20786583317196,0,0,0.696449016030693,Inf
3349,"Aa * Aa",5358.35245137525,5306.97148411132,0,1828.04457573692,0,0,7135.01605984824,33.1569008309074
3350,"Aa + Aa",95.81,95.3978534670867,0,0,0,0,95.3978534670867,0.430170684597952
3351,"Aa - Aa",-42.81,-42.6957339543313,0,-0.766829662733285,0,-0.730281658263533,-44.1928452753281,3.23019218717149
3352,"Aa - Aa",42.81,42.6957339543313,0,0.766829662733285,0,0.730281658263533,44.1928452753281,3.23019218717149
3353,"Aa",1.15,0.996152404931017,0,0,0,0,0.996152404931017,13.378051745129
3354,"Aa",2.52,2.42416564018792,0,0,0,0,2.42416564018792,3.80295078619365
3355,"Aa / Aa",0,-1.61037609067,0,0,0,0,-1.61037609067,Inf
3356,"Aa / Aa",0,0.0483561374504339,0,0,0,0,0.0483561374504339,Inf
3357,"Aa * Aa",119.6710092208,122.012995774329,0,0,0,0,122.012995774329,1.95702080961638
3358,"Aa + Aa",3.67,3.65050481248466,0,0,0,0,3.65050481248466,0.531204019491546
3359,"Aa - Aa",-1.37,-0.945646024606896,0,0,0,0,-0.945646024606896,30.9747427294237
3360,"Aa - Aa",1.37,0.945646024606896,0,0,0,0,0.945646024606896,30.9747427294237
3361,"Aa",0.364375,0.361161749158648,0,0,0,0,0.361161749158648,0.881852718038282
3362,"Aa",0.0514999999999999,0.0436124941660391,0,0.0232262497097391,0.0486917534231984,0,0.115530497298977,124.33106271646
3363,"Aa / Aa",0,0.33632564836937,0,0,0,0,0.33632564836937,Inf
3364,"Aa / Aa",0,-0.677765937615563,0,0,0,0,-0.677765937615563,Inf
3365,"Aa * Aa",0.390747007529136,0.391507458791769,-0.0386104648505128,0,0,0,0.352896993941256,9.68657797975778
3366,"Aa + Aa",0.415875,0.409326013948266,-0.0193632464874534,0,0,0,0.389962767460813,6.230774280538
3367,"Aa - Aa",0.312875,0.313216747907377,0,0,0,0,0.313216747907377,0.1092282564529
3368,"Aa - Aa",-0.312875,-0.313216747907377,0,0,0,0,-0.313216747907377,0.1092282564529
3369,"Aa",1.805,1.88823052616096,0,0,0,0.55821410356255,2.44644462972351,35.5370985996404
3370,"Aa",0.551,0.643342446377509,0,0,0,0,0.643342446377509,16.7590646783138
3371,"Aa / Aa",0,0,0,0,0,0,0,NA
3372,"Aa / Aa",0,0,0,0,0,0,0,NA
3373,"Aa * Aa",31.6029011004846,34.0582889402456,0,0,0,0,34.0582889402456,7.76950138834992
3374,"Aa + Aa",2.356,2.46806337867176,0,-0.401625413988774,0.99902450725618,0,3.06546247193917,30.1130081468237
3375,"Aa - Aa",1.254,1.17571979801333,0,0,0,0,1.17571979801333,6.24244034981419
3376,"Aa - Aa",-1.254,-1.17571979801333,0,0,0,0,-1.17571979801333,6.24244034981419
3377,"Aa",40.5,39.6286361305522,0,0,0,0,39.6286361305522,2.1515157270316
3378,"Aa",1.14,0.923325881335983,0,0,0,0,0.923325881335983,19.0065016371945
3379,"Aa / Aa",0,1.16765962563371,0,0.210109636027427,0,0,1.37776926166114,Inf
3380,"Aa / Aa",0,-0.0252025425619824,0,0,0,0,-0.0252025425619824,Inf
3381,"Aa * Aa",1382.32765847532,1302.4521281921,0,0,0,0,1302.4521281921,5.77833553379965
3382,"Aa + Aa",41.64,40.5894882358014,0,0,0,0,40.5894882358014,2.52284285350289
3383,"Aa - Aa",39.36,38.7013021967304,0,0,0,0,38.7013021967304,1.67352084164024
3384,"Aa - Aa",-39.36,-38.7013021967304,0,0,0,0,-38.7013021967304,1.67352084164024
3385,"Aa",1.35,1.1817197951684,0,0,0,0,1.1817197951684,12.4652003578963
3386,"Aa",16.954125,17.3938888522841,0,0,0,0,17.3938888522841,2.59384575897664
3387,"Aa / Aa",0,-0.110921252398207,-0.0258645652528106,0,0,0,-0.136785817651018,Inf
3388,"Aa / Aa",0,1.28874456767401,0,0,0,0,1.28874456767401,Inf
3389,"Aa * Aa",221.967099463077,222.787592045857,0,0,0,0,222.787592045857,0.369646035274915
3390,"Aa + Aa",18.304125,18.4804563996036,-0.580023152608808,0,1.53053018931873,0,19.4309634363135,6.15619941577936
3391,"Aa - Aa",-15.604125,-16.2054723804852,0,-0.693308271689904,-0.6321210151089,0,-17.530901667284,12.3478674214928
3392,"Aa - Aa",15.604125,16.2054723804852,0,0.693308271689904,0.6321210151089,0,17.530901667284,12.3478674214928
3393,"Aa",0.5,0.33365414902676,0,0,0,0,0.33365414902676,33.269170194648
3394,"Aa",0.03,0.0300715014485335,0,0,0,0,0.0300715014485335,0.238338161778334
3395,"Aa / Aa",0,-69.0941661003634,0,21.8795099399683,0,0,-47.2146561603951,Inf
3396,"Aa / Aa",0,0.00309001445107497,0,-0.000253263182494848,0,0,0.00283675126858012,Inf
3397,"Aa * Aa",0.292794899724389,0.2932890417582,-0.0182107083420907,0,0,0,0.275078333416109,6.05084525890189
3398,"Aa + Aa",0.53,0.363691117839278,0,0,0,-0.109867327504343,0.253823790334935,52.1087188047293
3399,"Aa - Aa",0.47,0.30361944862679,0,0,0,0,0.30361944862679,35.4001173134489
3400,"Aa - Aa",-0.47,-0.30361944862679,0,0,0,0,-0.30361944862679,35.4001173134489
3401,"Aa",1.12,1.2407507646772,0,0,0,0,1.2407507646772,10.78131827475
3402,"Aa",0.13,0.0846708783053752,0,0,0,0,0.0846708783053752,34.8685551497114
3403,"Aa / Aa",0,0,0,0,0,0,0,NA
3404,"Aa / Aa",0,0,0,0,0,0,0,NA
3405,"Aa * Aa",4.80790397785028,4.62501528813399,0,0,0,0,4.62501528813399,3.80391726953882
3406,"Aa + Aa",1.25,1.33328327720621,0,0,0,0,1.33328327720621,6.6626621764968
3407,"Aa - Aa",0.99,1.14700559715975,0,0,0,0,1.14700559715975,15.8591512282576
3408,"Aa - Aa",-0.99,-1.14700559715975,0,0,0,0,-1.14700559715975,15.8591512282576
3409,"Aa",1.351,1.28440500770584,0,0,0,0,1.28440500770584,4.92931105064101
3410,"Aa",0.11875,0.120163907186032,0.00726205289765263,0,0,0,0.127425960083685,7.30607164941863
3411,"Aa / Aa",0,-5.48559479623435,0,0,0,0,-5.48559479623435,Inf
3412,"Aa / Aa",0,0.00835286033406087,0,-0.00256119155141709,0,0,0.00579166878264378,Inf
3413,"Aa * Aa",1.42755897168623,1.41229766948195,0,0.0956204490851636,0,0,1.50791811856711,5.6291297574883
3414,"Aa + Aa",1.46975,1.40296243852192,0,0,0,0,1.40296243852192,4.54414434278482
3415,"Aa - Aa",1.23225,1.1659205548018,0,0,0,0,1.1659205548018,5.38279125162915
3416,"Aa - Aa",-1.23225,-1.1659205548018,0,0,0,0,-1.1659205548018,5.38279125162915
3417,"Aa",0.2635,0.264785035077762,0,0,0,-0.00233631369949466,0.262448721378267,0.398967218873873
3418,"Aa",0.16,0.175142547650428,0,0,0,-0.0718816198579757,0.103260927792452,35.4619201297173
3419,"Aa / Aa",0,0.145308404153159,0,0,0,0.0518113373136707,0.19711974146683,Inf
3420,"Aa / Aa",0,-0.814163289598898,-0.28193947373944,0,0,0,-1.09610276333834,Inf
3421,"Aa * Aa",0.448291469647602,0.448163978830921,0,0,0,-0.092329132406474,0.355834846424447,20.6242209551376
3422,"Aa + Aa",0.4235,0.440389108601028,0,0,0,-0.0816976108960324,0.358691497704996,15.3030701995288
3423,"Aa - Aa",0.1035,0.0899320361191122,0,0,0,0.0545115611038425,0.144443597222955,39.5590311332896
3424,"Aa - Aa",-0.1035,-0.0899320361191122,0,0,0,-0.0545115611038425,-0.144443597222955,39.5590311332896
3425,"Aa",15.6,15.2650822608719,0,0,0,0,15.2650822608719,2.14690858415449
3426,"Aa",18.2,19.3175416360458,0,0,0,0,19.3175416360458,6.14033865959231
3427,"Aa / Aa",0,0.0644406100299496,0,0,0,0,0.0644406100299496,Inf
3428,"Aa / Aa",0,-0.180609731460318,0,0,0,0,-0.180609731460318,Inf
3429,"Aa * Aa",1602.24610409405,1611.4703237398,0,0,0,0,1611.4703237398,0.575705543747642
3430,"Aa + Aa",33.8,34.8742496356366,0,0,0,0,34.8742496356366,3.17825335987161
3431,"Aa - Aa",-2.6,0,0,0,0,0,0,100
3432,"Aa - Aa",2.6,0,0,0,0,0,0,100
3433,"Aa",0.9710333335,0.968898907028641,0,0,0,0,0.968898907028641,0.219809804434378
3434,"Aa",0.164,0.167861832456706,0,0,0,0,0.167861832456706,2.35477588823536
3435,"Aa / Aa",0,5.28778206821693,2.65104202232511,0,0,0,7.93882409054204,Inf
3436,"Aa / Aa",0,0,0,0,0,0,0,NA
3437,"Aa * Aa",0.2027684838499,0.187775365704223,0,0.165954048660989,0,0,0.353729414365212,74.4498985488599
3438,"Aa + Aa",1.1350333335,1.13717556571572,0,0,0,-0.0119890701749182,1.1251864955408,0.867537337325085
3439,"Aa - Aa",0.8070333335,0.800212961205294,0,0,0,0,0.800212961205294,0.845116553628203
3440,"Aa - Aa",-0.8070333335,-0.800212961205294,0,0,0,0,-0.800212961205294,0.845116553628203
3441,"Aa",1.055,0.853633214071624,0,0,0,0,0.853633214071624,19.0868991401304
3442,"Aa",0.266504123939721,0.264424887879964,0,0,0,0,0.264424887879964,0.780189075133151
3443,"Aa / Aa",0,31.1278806943123,38.2837646300327,0,0,0,69.411645324345,Inf
3444,"Aa / Aa",0,0.0357388620768497,0,0,0,0,0.0357388620768497,Inf
3445,"Aa * Aa",1.95995935147889,1.97595006129907,-0.190595195405042,0,0,0,1.78535486589403,8.90857687702115
3446,"Aa + Aa",1.32150412393972,1.11666092529289,0,0,0,0,1.11666092529289,15.5007612111072
3447,"Aa - Aa",0.788495876060279,0.590898929933407,0,0,0,0,0.590898929933407,25.0599847286666
3448,"Aa - Aa",-0.788495876060279,-0.590898929933407,0,0,0,0,-0.590898929933407,25.0599847286666
3449,"Aa",1.45,1.43004236683778,0,0,0,0,1.43004236683778,1.37638849394621
3450,"Aa",9.7,9.36317977410258,0,0,0,0,9.36317977410258,3.47237346285999
3451,"Aa / Aa",0,0.0235121050562916,0,0,0,0,0.0235121050562916,Inf
3452,"Aa / Aa",0,-1.46944307292393,0,0,0,0,-1.46944307292393,Inf
3453,"Aa * Aa",45.7911724459348,44.9767872426799,-8.82329814031306,0,0,0,36.1534891023668,21.0470333664138
3454,"Aa + Aa",11.15,10.7766087051936,0,0,0,0,10.7766087051936,3.34880085028161
3455,"Aa - Aa",-8.25,-7.94627368143506,0,0,0,0,-7.94627368143506,3.68153113412048
3456,"Aa - Aa",8.25,7.94627368143506,0,0,0,0,7.94627368143506,3.68153113412048
3457,"Aa",4.015,4.14008213416453,0,0,0,0,4.14008213416453,3.11537071393599
3458,"Aa",4.815,6.30545122389291,0,-1.76447910522917,-4.96269788547604,0,-0.4217257668123,108.758582903682
3459,"Aa / Aa",0,0.0289457773406204,0,0.0189225405080128,0.00581256246938184,0,0.053680880318015,Inf
3460,"Aa / Aa",0,-0.310559026683831,0,-0.160864942916968,0,0,-0.471423969600799,Inf
3461,"Aa * Aa",444.719472812491,428.494546696164,0,0,0,0,428.494546696164,3.64835072629437
3462,"Aa + Aa",8.83,10.2525196856977,0,0,-4.39797241430485,0,5.85454727139285,33.697086394192
3463,"Aa - Aa",-0.800000000000001,-1.03423285457363,0,0,0,0,-1.03423285457363,29.2791068217036
3464,"Aa - Aa",0.800000000000001,1.03423285457363,0,0,0,0,1.03423285457363,29.2791068217036
3465,"Aa",1.7,1.65713527702323,0,0,0,0,1.65713527702323,2.52145429275118
3466,"Aa",3.95,4.01240172178171,0,0,0,0,4.01240172178171,1.5797904248534
3467,"Aa / Aa",0,0,0,0,-0.0757810069901841,-0.0159553715285321,-0.0917363785187162,Inf
3468,"Aa / Aa",0,-0.0734326424399755,0,0,0.301297963933878,0,0.227865321493902,Inf
3469,"Aa * Aa",28.2523924418473,28.4722788654019,0,6.36537504259556,0,0,34.8376539079975,23.3086860863369
3470,"Aa + Aa",5.65,5.71047105832758,0,0,0,0,5.71047105832758,1.07028421818725
3471,"Aa - Aa",-2.25,-2.30753682032761,0,0,0,0,-2.30753682032761,2.55719201456045
3472,"Aa - Aa",2.25,2.30753682032761,0,0,0,0,2.30753682032761,2.55719201456045
3473,"Aa",0.215,0.174797965289354,0,0,0,0,0.174797965289354,18.6986207956493
3474,"Aa",26.895,28.6151560925541,0,0,0,0,28.6151560925541,6.39582112866369
3475,"Aa / Aa",0,-0.00121723727185261,0,0,0,0,-0.00121723727185261,Inf
3476,"Aa / Aa",0,6.89840562501457,0,0,0,0,6.89840562501457,Inf
3477,"Aa * Aa",88.10289676923,89.8836224573562,0,0,0,0,89.8836224573562,2.02118857997427
3478,"Aa + Aa",27.11,28.7706729076714,0,0,0,0,28.7706729076714,6.12568390878422
3479,"Aa - Aa",-26.68,-28.4598089978075,0,0,0,0,-28.4598089978075,6.6709482676443
3480,"Aa - Aa",26.68,28.4598089978075,0,0,0,0,28.4598089978075,6.6709482676443
3481,"Aa",3.605,3.67924660739213,0,0,1.1353184209918,0,4.81456502838393,33.552427971815
3482,"Aa",0.54,0.493839514349939,0,0,0,0,0.493839514349939,8.54823808334464
3483,"Aa / Aa",0,-0.770540403218487,0,0,0,0,-0.770540403218487,Inf
3484,"Aa / Aa",0,0.00515336682567178,0,0,0,0,0.00515336682567178,Inf
3485,"Aa * Aa",28.5951174994747,29.5232812453188,0,0,0,0,29.5232812453188,3.24588190924954
3486,"Aa + Aa",4.145,4.27549657818748,0,0,0,0,4.27549657818748,3.14828897919132
3487,"Aa - Aa",3.065,3.0968130304875,0,0,1.59430569265544,0,4.69111872314294,53.0544444744842
3488,"Aa - Aa",-3.065,-3.0968130304875,0,0,-1.59430569265544,0,-4.69111872314294,53.0544444744842
3489,"Aa",15.63,16.102918287971,0,0,0,-2.48137875432843,13.6215395336426,12.850034973496
3490,"Aa",2.205,2.04342741725016,0,0,0,0,2.04342741725016,7.32755477323537
3491,"Aa / Aa",0,0.654717812860095,0,0,0,0,0.654717812860095,Inf
3492,"Aa / Aa",0,-0.0252092293186929,0,0,0,0,-0.0252092293186929,Inf
3493,"Aa * Aa",220.84352605411,219.54120151079,-32.0674589209887,0,0,0,187.473742589801,15.1101479226213
3494,"Aa + Aa",17.835,18.1336539950632,0,0,0,-2.73978309677504,15.3938708982882,13.6872952156537
3495,"Aa - Aa",13.425,14.0590867151237,0,0,0,-2.08263551409556,11.9764512010281,10.7899351878723
3496,"Aa - Aa",-13.425,-14.0590867151237,0,0,0,2.08263551409556,-11.9764512010281,10.7899351878723
3497,"Aa",0.7891115945,0.794299146097541,0,0,0,0,0.794299146097541,0.657391379584023
3498,"Aa",8,8.07344445541923,0,-0.529386770226754,0,0,7.54405768519248,5.69927893509405
3499,"Aa / Aa",0,0.0444586735309189,0,-0.00813638056193357,0,0,0.0363222929689853,Inf
3500,"Aa / Aa",0,0,0,0,0,0,0,NA
3501,"Aa * Aa",13.4128712780928,13.5311657671109,0,6.61927690075295,0,0,20.1504426678638,50.2321333745706
3502,"Aa + Aa",8.7891115945,8.86374607678596,0,-0.512777405041297,0,-0.346116685786401,8.00485198595826,8.92308170296197
3503,"Aa - Aa",-7.2108884055,-7.28191543748646,0,0.543566093082787,0,0,-6.73834934440367,6.55313235378743
3504,"Aa - Aa",7.2108884055,7.28191543748646,0,-0.543566093082787,0,0,6.73834934440367,6.55313235378743
3505,"Aa",0.013,0.0138909287894267,0,0,0,0,0.0138909287894267,6.85329838020539
3506,"Aa",7.1,7.19717052954346,0,0,0,0,7.19717052954346,1.36859900765437
3507,"Aa / Aa",0,-0.00281488470100152,0,0.00146582774204429,0,0,-0.00134905695895723,Inf
3508,"Aa / Aa",0,33.9890073836487,0,0,0,0,33.9890073836487,Inf
3509,"Aa * Aa",1.48935976581828,1.49446589202741,-0.208645035726548,0,0,0,1.28582085630086,13.6662016920801
3510,"Aa + Aa",7.113,7.21176671712518,0,0,0,0,7.21176671712518,1.38853812913228
3511,"Aa - Aa",-7.087,-7.18258970616416,0,0,0,0,-7.18258970616416,1.34880352990208
3512,"Aa - Aa",7.087,7.18258970616416,0,0,0,0,7.18258970616416,1.34880352990208
3513,"Aa",1.875,1.85617452258388,0,0,0,0,1.85617452258388,1.00402546219307
3514,"Aa",3.495,4.13582956947787,0,0,0,0,4.13582956947787,18.3356099993668
3515,"Aa / Aa",0,0.0113927332808929,0,0,0,0,0.0113927332808929,Inf
3516,"Aa / Aa",0,-1.14142667764102,0,0,0,0,-1.14142667764102,Inf
3517,"Aa * Aa",266.113126291483,291.26075063442,0,0,0,0,291.26075063442,9.44997516409315
3518,"Aa + Aa",5.37,6.24612315906536,0,0,0,0,6.24612315906536,16.3151426269155
3519,"Aa - Aa",-1.62,-1.87355372078204,0,0,0,0,-1.87355372078204,15.6514642458049
3520,"Aa - Aa",1.62,1.87355372078204,0,0,0,0,1.87355372078204,15.6514642458049
3521,"Aa",19.1,17.6267437801674,0,0,0,0,17.6267437801674,7.71338334990892
3522,"Aa",72.9,104.173091384992,0,0,0,0,104.173091384992,42.8986164403182
3523,"Aa / Aa",0,0.00405851422235002,0,0,0,0,0.00405851422235002,Inf
3524,"Aa / Aa",0,-0.380806390991447,0,0,0,0,-0.380806390991447,Inf
3525,"Aa * Aa",30327.6895217839,31092.6480834862,0,0,0,0,31092.6480834862,2.52231071263389
3526,"Aa + Aa",92,121.323620381283,0,0,0,0,121.323620381283,31.873500414438
3527,"Aa - Aa",-53.8,-87.0394018423722,0,0,0,0,-87.0394018423722,61.7832747999483
3528,"Aa - Aa",53.8,87.0394018423722,0,0,0,0,87.0394018423722,61.7832747999483
3529,"Aa",10.4,10.6999874830197,0,0,0,0,10.6999874830197,2.88449502903558
3530,"Aa",2.915,2.72064592825876,0.982511762609965,0,-0.654093226309625,0,3.0490644645591,4.59912399859691
3531,"Aa / Aa",0,0.278558614540147,0,0,0,0,0.278558614540147,Inf
