trait,beta,a,d,aa,ad,dd
ad / d,NA,NA,NA,NA,16.03501698,-0.835768045
d * ad,NA,NA,NA,NA,29.48701271,1.351221421
d + ad,NA,NA,NA,NA,21.62532855,NA
d - ad,NA,NA,NA,NA,-21.90468034,NA
ad - d,NA,NA,NA,NA,21.90468034,NA
d,83,NA,77.36428229,NA,NA,NA
ad,138,NA,NA,NA,135.5144693,NA
d / ad,NA,NA,NA,-6.204218556,-19.83385245,-5.776438501
ad / d,NA,NA,NA,0.037018687,0.371223259,NA
d * ad,NA,NA,5162.653485,NA,49884.89271,NA
d + ad,NA,NA,85.05886213,NA,149.1452226,NA
d - ad,NA,NA,79.63896692,NA,-120.656905,NA
ad - d,NA,NA,-79.63896692,NA,120.656905,NA
d,13.171,NA,NA,NA,NA,NA
ad,8.6,NA,NA,NA,8.234644329,NA
d / ad,NA,NA,NA,-4.011896189,-23.46519768,-3.543930373
ad / d,NA,NA,NA,NA,0.086730086,NA
d * ad,NA,NA,NA,NA,770.7982808,NA
d + ad,NA,NA,NA,NA,NA,NA
d - ad,NA,NA,NA,NA,NA,NA
ad - d,NA,NA,NA,NA,NA,NA
d,0.052,NA,NA,NA,NA,NA
dd,2.08,NA,NA,NA,NA,2.161187375
d / dd,NA,NA,NA,NA,0.029752469,-0.046062959
dd / d,NA,NA,NA,NA,-0.718353926,1.053478721
d * dd,NA,NA,NA,NA,NA,4.127920925
d + dd,NA,NA,NA,NA,NA,2.187115975
d - dd,NA,NA,NA,NA,0.719810784,-2.079040047
dd - d,NA,NA,NA,NA,-0.719810784,2.079040047
d,23.06,NA,21.54991146,NA,NA,NA
aa,92,NA,NA,89.99811193,NA,NA
d / aa,NA,NA,0.09262287,NA,NA,NA
aa / d,NA,NA,NA,35.81402558,NA,NA
d * aa,NA,NA,3336.250941,NA,NA,NA
d + aa,NA,NA,NA,66.53545757,NA,NA
d - aa,NA,NA,NA,-103.0383862,NA,NA
aa - d,NA,NA,NA,103.0383862,NA,NA
d,3.1,NA,2.908573627,NA,NA,NA
aa,48.66666,NA,NA,47.38981397,NA,NA
d / aa,NA,NA,0.090609243,-0.040000245,NA,NA
aa / d,NA,NA,NA,3.892691577,NA,NA
d * aa,NA,NA,NA,467.6039832,NA,NA
d + aa,NA,NA,NA,43.85505644,NA,NA
d - aa,NA,NA,NA,-49.73308426,NA,NA
aa - d,NA,NA,NA,49.73308426,NA,NA
d,4.3,NA,3.024696039,NA,NA,NA
aa,32.14286,NA,NA,27.86703322,NA,NA
d / aa,NA,NA,0.226439655,NA,NA,NA
aa / d,NA,NA,NA,5.330332178,NA,NA
d * aa,NA,NA,NA,80.63475885,NA,NA
d + aa,NA,NA,NA,21.47198738,NA,NA
d - aa,NA,NA,NA,-28.06490176,NA,NA
aa - d,NA,NA,NA,28.06490176,NA,NA
d,2.511460477,0.014871015,2.415018807,NA,NA,NA
aa,0.51,NA,NA,0.441914113,NA,NA
d / aa,NA,0.004856445,0.543388101,NA,NA,0.191131758
aa / d,NA,NA,NA,-19.07696126,NA,-17.11970901
d * aa,NA,NA,5.231587113,-1.88535385,NA,NA
d + aa,NA,NA,1.363318267,NA,NA,0.518361406
d - aa,NA,NA,2.022716838,-0.710408854,NA,NA
aa - d,NA,NA,-2.022716838,0.710408854,NA,NA
d,17.3,NA,15.23485753,NA,NA,NA
dd,0.14,NA,NA,NA,NA,0.128258442
d / dd,NA,NA,-5.519835053,NA,NA,-1.906078127
dd / d,NA,NA,NA,-0.235162709,NA,NA
d * dd,NA,NA,-24.25993515,8.650205296,NA,NA
d + dd,NA,NA,16.18320626,NA,NA,NA
d - dd,NA,NA,14.1407081,NA,NA,NA
dd - d,NA,NA,-14.1407081,NA,NA,NA
d,3.44,NA,3.155994575,NA,NA,NA
aa,12.67,NA,NA,10.12611355,NA,NA
d / aa,NA,NA,0.077322473,NA,NA,NA
aa / d,NA,NA,NA,7.640698145,NA,NA
d * aa,NA,NA,72.30811309,NA,NA,29.50543336
d + aa,NA,NA,NA,8.489500815,NA,NA
d - aa,NA,NA,NA,-13.77695487,NA,NA
aa - d,NA,NA,NA,13.77695487,NA,NA
d,0.533008248,NA,0.505232232,NA,NA,NA
ad,55.54,NA,NA,NA,59.18132558,NA
d / ad,NA,NA,0.005220477,NA,-0.002104085,NA
ad / d,NA,NA,NA,640.9546428,155.3938309,NA
d * ad,NA,NA,57.15847258,NA,22.99848421,NA
d + ad,NA,NA,NA,NA,59.12256329,NA
d - ad,NA,NA,NA,NA,-59.24578141,NA
ad - d,NA,NA,NA,NA,59.24578141,NA
d,825,-29.55369645,774.688358,NA,NA,NA
ad,0.9,NA,NA,NA,0.904271433,NA
d / ad,NA,NA,NA,34196.93024,47618.65832,35896.85707
ad / d,NA,NA,NA,4.15E-05,0.00062945,NA
d * ad,NA,-9.929022747,126.7755643,NA,1317.848115,NA
d + ad,NA,-29.36653614,775.3481787,NA,NA,NA
d - ad,NA,-29.74404282,774.02131,NA,NA,NA
ad - d,NA,29.74404282,-774.02131,NA,NA,NA
d,6.8,NA,5.000191744,NA,NA,2.662435323
ad,7.152,0.144783407,NA,NA,6.765350923,NA
d / ad,NA,NA,NA,-0.902266077,-5.269412441,NA
ad / d,NA,NA,-0.034658286,NA,0.205966768,NA
d * ad,NA,NA,47.08978908,NA,243.4356574,NA
d + ad,NA,NA,5.63394005,NA,7.888909464,NA
d - ad,NA,NA,5.051849575,NA,-6.075607506,NA
ad - d,NA,NA,-5.051849575,NA,6.075607506,NA
d,2.0333334,NA,1.800789402,NA,NA,NA
aa,2.486,NA,NA,2.445984719,NA,NA
d / aa,NA,NA,0.204910177,-0.07576747,NA,NA
aa / d,NA,NA,NA,1.089275633,NA,NA
d * aa,NA,NA,NA,NA,NA,6.728869161
d + aa,NA,NA,NA,1.317865594,NA,1.164910101
d - aa,NA,NA,NA,-2.246917262,NA,NA
aa - d,NA,NA,NA,2.246917262,NA,NA
d,107,NA,99.86105735,NA,NA,NA
aa,28.2,NA,NA,25.47068643,NA,NA
d / aa,NA,NA,NA,NA,NA,21.57999438
aa / d,NA,NA,NA,0.112796404,NA,NA
d * aa,NA,NA,NA,2947.532321,NA,NA
d + aa,NA,NA,54.12904745,NA,NA,23.97471981
d - aa,NA,NA,90.75525908,-39.02710223,NA,NA
aa - d,NA,NA,-90.75525908,39.02710223,NA,NA
d,1.553,NA,1.148732435,NA,NA,NA
aa,8.13,NA,NA,6.303974044,2.321702246,NA
d / aa,NA,NA,0.050721856,NA,NA,NA
aa / d,NA,NA,NA,7.243125448,NA,NA
d * aa,NA,NA,27.10715815,NA,6.049293094,NA
d + aa,NA,NA,NA,6.445289947,2.664085165,NA
d - aa,NA,NA,NA,-5.83014343,-1.97713574,NA
aa - d,NA,NA,NA,5.83014343,1.97713574,NA
d,0.588417099,NA,0.474896704,NA,NA,NA
aa,0.29,NA,NA,0.262872861,NA,NA
d / aa,NA,NA,0.282734028,NA,NA,NA
aa / d,NA,NA,NA,21.78756228,NA,NA
d * aa,NA,NA,0.734608003,NA,NA,NA
d + aa,NA,NA,NA,NA,NA,0.275841273
d - aa,NA,NA,0.60565514,-0.252970776,NA,NA
aa - d,NA,NA,-0.60565514,0.252970776,NA,NA
d,20.9,NA,21.19823015,NA,1.834187765,NA
dd,0.115,NA,NA,NA,NA,0.105081559
d / dd,NA,NA,NA,-23.90541149,NA,NA
dd / d,NA,NA,NA,0.002535795,NA,NA
d * dd,NA,NA,9.837303031,NA,0.891199239,5.94763236
d + dd,NA,NA,21.27594132,NA,1.825281993,NA
d - dd,NA,NA,21.13030528,NA,1.88564638,NA
dd - d,NA,NA,-21.13030528,NA,-1.88564638,NA
d,12.63,NA,12.83500083,NA,NA,NA
dd,27.26,NA,NA,NA,NA,23.89299902
d / dd,NA,NA,NA,-0.136438342,NA,-0.137537024
dd / d,NA,NA,NA,0.528409902,NA,0.517490246
d * dd,NA,NA,NA,NA,NA,792.2479907
d + dd,NA,NA,27.56817865,NA,NA,20.16263573
d - dd,NA,-0.767752519,NA,-10.08311671,3.468199825,-14.73713382
dd - d,NA,0.767752519,NA,10.08311671,-3.468199825,14.73713382
d,5.38,-0.103537359,3.351057676,NA,NA,1.930671833
dd,0.642857143,NA,NA,NA,NA,0.546613435
d / dd,NA,-0.553954864,-22.38691778,NA,NA,-10.24539065
dd / d,NA,0.000121496,NA,NA,NA,0.011139956
d * dd,NA,NA,NA,NA,NA,22.53789602
d + dd,NA,-0.091880476,3.776298332,NA,NA,2.35193138
d - dd,NA,-0.115041587,2.925779628,NA,NA,1.509643785
dd - d,NA,0.115041587,-2.925779628,NA,NA,-1.509643785
d,67.83,NA,63.47280679,NA,NA,NA
ad,3.4,NA,NA,NA,3.593020645,NA
d / ad,NA,NA,NA,-11.87590814,-44.21644992,NA
ad / d,NA,NA,-0.005961705,0.003802198,0.018775008,NA
d * ad,NA,NA,292.9553687,NA,673.1977309,NA
d + ad,NA,NA,63.33709003,NA,NA,NA
d - ad,NA,NA,64.12973395,NA,NA,NA
ad - d,NA,NA,-64.12973395,NA,NA,NA
d,1.942066667,NA,1.439739788,NA,-0.007553971,NA
dd,4.6,NA,NA,NA,NA,2.629274099
d / dd,NA,NA,0.022975257,-0.00780869,NA,NA
dd / d,NA,NA,NA,220.3414836,NA,NA
d * dd,NA,NA,78.58286727,NA,NA,NA
d + dd,NA,NA,4.083136734,NA,NA,NA
d - dd,NA,NA,NA,NA,NA,-1.690067783
dd - d,NA,NA,NA,NA,NA,1.690067783
d,18.3,NA,16.65624219,NA,NA,NA
ad,30.8,NA,NA,NA,30.18834973,NA
d / ad,NA,NA,NA,-8.209899977,-21.64650255,-7.692676579
ad / d,NA,NA,NA,0.079171717,0.710175858,NA
d * ad,NA,NA,210.7592331,NA,1281.596066,NA
d + ad,NA,NA,18.08270104,NA,29.18277492,NA
d - ad,NA,NA,17.94945457,NA,-30.77228612,NA
ad - d,NA,NA,-17.94945457,NA,30.77228612,NA
d,5.2,NA,4.071124379,NA,NA,NA
aa,0.224,NA,NA,0.216369515,NA,NA
d / aa,NA,NA,2.230561849,NA,NA,NA
aa / d,NA,NA,NA,0.300519394,NA,NA
d * aa,NA,NA,8.226930663,NA,NA,NA
d + aa,NA,NA,4.672242687,NA,NA,NA
d - aa,NA,NA,3.793848175,-1.264473289,NA,NA
aa - d,NA,NA,-3.793848175,1.264473289,NA,NA
d,38.01,NA,33.84487657,NA,NA,NA
dd,175,NA,NA,NA,NA,166.2922508
d / dd,NA,NA,NA,NA,NA,-0.200748074
dd / d,NA,NA,NA,NA,NA,1.026304196
d * dd,NA,NA,NA,NA,NA,18214.9335
d + dd,NA,NA,NA,NA,NA,122.067483
d - dd,NA,NA,NA,NA,NA,-105.7132604
dd - d,NA,NA,NA,NA,NA,105.7132604
d,21.8,NA,20.578333,NA,NA,NA
aa,1.09,NA,NA,0.952598948,NA,NA
d / aa,NA,NA,4.790280551,NA,NA,1.626760965
aa / d,NA,NA,NA,0.326659031,NA,NA
d * aa,NA,NA,59.91459474,NA,NA,NA
d + aa,NA,NA,14.9229633,NA,NA,NA
d - aa,NA,NA,16.7437571,NA,NA,NA
aa - d,NA,NA,-16.7437571,NA,NA,NA
d,24.5,NA,NA,NA,NA,NA
dd,1.132,NA,NA,NA,-0.454803104,1.078666523
d / dd,NA,NA,NA,NA,NA,-2.893461397
dd / d,NA,NA,NA,NA,NA,NA
d * dd,NA,NA,NA,NA,NA,424.5589428
d + dd,NA,NA,NA,NA,NA,NA
d - dd,NA,NA,NA,NA,NA,NA
dd - d,NA,NA,NA,NA,NA,NA
d,3.157,NA,2.664479281,NA,NA,NA
aa,0.201,-0.019871186,NA,0.109754048,NA,NA
d / aa,NA,NA,4.134313085,NA,NA,NA
aa / d,NA,NA,-0.011680925,NA,NA,NA
d * aa,NA,-1.585984277,NA,1.305829262,NA,NA
d + aa,NA,NA,2.367165668,NA,NA,NA
d - aa,NA,NA,2.948131972,NA,NA,NA
aa - d,NA,NA,-2.948131972,NA,NA,NA
d,4,-0.218945008,3.671816018,NA,NA,NA
ad,8.5,NA,NA,NA,8.400364513,NA
d / ad,NA,NA,0.134262349,NA,-0.309102141,NA
ad / d,NA,NA,-0.28352059,NA,0.596634615,NA
d * ad,NA,NA,98.54758653,NA,125.6932949,NA
d + ad,NA,NA,4.214799964,NA,7.735580378,NA
d - ad,NA,NA,2.134929794,NA,-9.460624178,NA
ad - d,NA,NA,-2.134929794,NA,9.460624178,NA
d,4.22,0.546450669,4.106728691,NA,NA,NA
dd,145.8,NA,NA,NA,NA,61.9619473
d / dd,NA,NA,NA,-0.001062377,NA,NA
dd / d,NA,NA,NA,2.345128179,NA,NA
d * dd,NA,NA,7737.746044,NA,NA,NA
d + dd,NA,NA,NA,NA,NA,61.9476824
d - dd,NA,NA,NA,NA,NA,-61.63362355
dd - d,NA,NA,NA,NA,NA,61.63362355
d,360,NA,347.6020297,NA,NA,NA
ad,9.36,NA,NA,NA,5.295775264,NA
d / ad,NA,NA,NA,NA,NA,7.519427798
ad / d,NA,NA,NA,NA,NA,-0.003532496
d * ad,NA,1925.04177,NA,-15551.88073,8166.664269,NA
d + ad,NA,NA,338.7740196,NA,NA,NA
d - ad,NA,NA,349.1082866,NA,NA,NA
ad - d,NA,NA,-349.1082866,NA,NA,NA
d,2.3,NA,NA,NA,NA,3.696571304
ad,25.34,1.020296152,NA,NA,23.65029021,NA
d / ad,NA,NA,NA,NA,-0.673072453,NA
ad / d,NA,NA,NA,NA,0.573771482,-0.03849972
d * ad,NA,NA,NA,NA,1220.950725,NA
d + ad,NA,NA,NA,NA,26.15803818,NA
d - ad,NA,NA,NA,NA,-25.4988881,1.674285241
ad - d,NA,NA,NA,NA,25.4988881,-1.674285241
d,0.382,NA,NA,NA,NA,0.306861812
ad,30.54,NA,NA,NA,28.78364518,NA
d / ad,NA,NA,0.004655945,NA,-0.0379859,NA
ad / d,NA,NA,NA,NA,10.03009116,-1.047447689
d * ad,NA,NA,13.71698754,NA,82.32189868,NA
d + ad,NA,NA,NA,NA,28.7550662,NA
d - ad,NA,NA,NA,NA,-28.79835013,NA
ad - d,NA,NA,NA,NA,28.79835013,NA
d,17.3,-0.152644059,12.10662058,NA,NA,NA
aa,28.94,NA,NA,25.85990271,NA,NA
d / aa,NA,NA,0.169899871,NA,NA,NA
aa / d,NA,NA,NA,17.20234239,NA,NA
d * aa,NA,-19.91641283,1130.290361,-398.9910079,NA,NA
d + aa,NA,NA,NA,13.90521296,NA,NA
d - aa,NA,NA,29.51112487,-21.53544181,NA,NA
aa - d,NA,NA,-29.51112487,21.53544181,NA,NA
d,0.431,NA,0.444819497,NA,NA,NA
dd,6.2,NA,NA,NA,NA,5.846132805
d / dd,NA,NA,NA,NA,NA,-0.184368799
dd / d,NA,NA,NA,NA,NA,1.053010246
d * dd,NA,NA,NA,NA,NA,32.25725255
d + dd,NA,NA,NA,NA,NA,5.817530494
d - dd,NA,NA,NA,NA,NA,-5.42128136
dd - d,NA,NA,NA,NA,NA,5.42128136
d,2.24,NA,NA,NA,NA,NA
dd,0.24,0.0227783,NA,NA,NA,0.208123795
d / dd,NA,NA,NA,NA,NA,-6.348636974
dd / d,NA,NA,NA,NA,NA,0.006435121
d * dd,NA,NA,NA,NA,NA,3.664920092
d + dd,NA,NA,NA,NA,NA,NA
d - dd,NA,NA,NA,NA,NA,NA
dd - d,NA,NA,NA,NA,NA,NA
d,0.502,NA,NA,NA,NA,0.252225152
dd,215.32,NA,NA,NA,NA,201.356716
d / dd,NA,NA,-0.004206859,NA,NA,-0.002848262
dd / d,NA,NA,NA,NA,NA,50.85627209
d * dd,NA,NA,NA,NA,21.05041785,565.3301864
d + dd,NA,NA,NA,NA,NA,201.7084343
d - dd,NA,NA,NA,NA,NA,-201.0040727
dd - d,NA,NA,NA,NA,NA,201.0040727
d,10.2,NA,9.252318511,NA,0.785188232,NA
ad,3.4,NA,NA,NA,3.114532591,NA
d / ad,NA,NA,0.979529417,NA,-0.309002448,NA
ad / d,NA,NA,NA,0.389989855,0.185256843,NA
d * ad,NA,NA,80.47023599,NA,48.02015874,NA
d + ad,NA,NA,7.946147017,NA,3.843268456,NA
d - ad,NA,NA,9.469219396,NA,-2.304286613,NA
ad - d,NA,NA,-9.469219396,NA,2.304286613,NA
d,28.2,NA,26.52654992,NA,NA,NA
dd,0.5146,NA,NA,NA,NA,0.48354453
d / dd,NA,NA,NA,-18.9390252,NA,NA
dd / d,NA,NA,NA,0.061020031,NA,0.04248852
d * dd,NA,NA,NA,NA,NA,18.72793886
d + dd,NA,NA,24.20768869,NA,NA,NA
d - dd,NA,NA,22.90737976,NA,NA,NA
dd - d,NA,NA,-22.90737976,NA,NA,NA
d,4.08,NA,NA,-4.702828765,NA,NA
dd,16.1,-1.20257524,NA,NA,5.033253665,16.726364
d / dd,NA,NA,NA,NA,NA,-0.271952262
dd / d,NA,NA,NA,NA,NA,0.107394999
d * dd,NA,NA,NA,NA,NA,2098.228998
d + dd,NA,NA,NA,NA,NA,12.45914687
d - dd,NA,NA,NA,NA,NA,-10.32873303
dd - d,NA,NA,NA,NA,NA,10.32873303
d,0.133,0.022583243,0.111373385,NA,NA,NA
ad,46,NA,NA,NA,49.50442464,NA
d / ad,NA,NA,0.000997256,NA,-0.002224555,NA
ad / d,NA,NA,-17.21295866,NA,42.72487413,NA
d * ad,NA,NA,8.69053783,NA,55.87771156,NA
d + ad,NA,NA,NA,NA,49.55713192,NA
d - ad,NA,NA,NA,NA,-49.4513759,NA
ad - d,NA,NA,NA,NA,49.4513759,NA
d,0.22,NA,0.224880626,NA,NA,NA
ad,34.64,NA,NA,NA,34.61116011,NA
d / ad,NA,NA,NA,-0.017341162,-0.089300986,-0.013958234
ad / d,NA,NA,-3.732429504,NA,30.75543786,NA
d * ad,NA,NA,6.120730497,NA,38.54303958,NA
d + ad,NA,NA,NA,NA,34.58557142,NA
d - ad,NA,NA,NA,NA,-34.63326349,NA
ad - d,NA,NA,NA,NA,34.63326349,NA
d,0.667,NA,0.56344611,NA,0.287240831,NA
dd,7.8,NA,NA,NA,NA,5.747033726
d / dd,NA,NA,NA,NA,NA,NA
dd / d,NA,NA,NA,NA,NA,NA
d * dd,NA,NA,57.37819451,NA,NA,NA
d + dd,NA,NA,NA,NA,NA,5.966163267
d - dd,NA,NA,NA,NA,NA,-5.27810475
dd - d,NA,NA,NA,NA,NA,5.27810475
aa,6.8,NA,NA,6.877520986,NA,NA
ad,64.7055,NA,NA,NA,65.49881059,NA
aa / ad,NA,NA,NA,-2.669546779,-7.935747967,-2.767166631
ad / aa,NA,NA,NA,-0.115744733,2.080572441,NA
aa * ad,NA,NA,NA,177.3422281,2090.234186,NA
aa + ad,NA,NA,NA,7.491018618,66.59590728,NA
aa - ad,NA,NA,NA,6.729730956,-65.09568505,NA
ad - aa,NA,NA,NA,-6.729730956,65.09568505,NA
ad,67.8165,NA,NA,NA,66.71391933,NA
ad,5.74,NA,NA,NA,5.534219908,NA
ad / ad,NA,NA,NA,NA,5.405411579,NA
ad / ad,NA,NA,NA,NA,-0.148342971,NA
ad * ad,NA,NA,NA,-46.40064326,591.4147179,-44.74665353
ad + ad,NA,NA,NA,NA,72.27905443,NA
ad - ad,NA,NA,NA,NA,61.19143299,NA
ad - ad,NA,NA,NA,NA,-61.19143299,NA
ad,28.2,-1.16342078,NA,NA,30.22403835,1.829607378
aa,0.32,NA,NA,0.308099777,NA,NA
ad / aa,NA,-1.310431092,8.204623735,NA,24.31989544,NA
aa / ad,NA,0.002028273,-0.01073613,NA,-0.030343429,NA
ad * aa,NA,NA,NA,9.936186424,36.56399863,NA
ad + aa,NA,-1.084977213,NA,NA,30.13032954,1.538659429
ad - aa,NA,-1.19018157,NA,NA,30.24258875,1.808069008
aa - ad,NA,1.19018157,NA,NA,-30.24258875,-1.808069008
dd,1.84,NA,NA,NA,NA,1.198320383
dd,1.132,NA,0.782768059,NA,NA,0.485430981
dd / dd,NA,NA,-0.23924684,NA,NA,NA
dd / dd,NA,NA,0.030406274,NA,NA,NA
dd * dd,NA,NA,NA,NA,NA,29.85679538
dd + dd,NA,NA,NA,NA,NA,2.167396865
dd - dd,NA,-0.159005923,NA,NA,NA,NA
dd - dd,NA,0.159005923,NA,NA,NA,NA
ad,0.452,NA,NA,NA,0.470701042,NA
aa,14.1,NA,NA,10.78315058,NA,NA
ad / aa,NA,NA,0.018857522,NA,0.016314051,NA
aa / ad,NA,NA,NA,7.420176181,-7.308162772,NA
ad * aa,NA,NA,NA,20.61660303,11.58576748,NA
ad + aa,NA,NA,NA,11.05021787,NA,NA
ad - aa,NA,NA,NA,-10.84358187,NA,NA
aa - ad,NA,NA,NA,10.84358187,NA,NA
aa,28.2,NA,NA,26.37990607,NA,NA
ad,10.4,NA,NA,NA,10.74222195,NA
aa / ad,NA,NA,-3.62483898,1.511126962,-6.959560316,NA
ad / aa,NA,NA,0.427909412,NA,0.763648821,0.276930343
aa * ad,NA,NA,NA,150.4308004,152.0888889,NA
aa + ad,NA,NA,NA,27.30994727,10.97100852,NA
aa - ad,NA,NA,NA,28.19935332,-10.61422648,NA
ad - aa,NA,NA,NA,-28.19935332,10.61422648,NA
aa,0.184,NA,NA,0.157445226,NA,NA
aa,1.6,NA,NA,1.877064502,NA,NA
aa / aa,NA,NA,NA,0.003217473,NA,NA
aa / aa,NA,NA,NA,-1.834525589,NA,NA
aa * aa,NA,NA,NA,5.180309157,NA,NA
aa + aa,NA,NA,NA,2.041990951,NA,NA
aa - aa,NA,NA,NA,-1.669758085,NA,NA
aa - aa,NA,NA,NA,1.669758085,NA,NA
aa,16.16,2.945629994,NA,14.31981933,-12.31054987,NA
ad,5.42,NA,NA,NA,5.200336361,NA
aa / ad,NA,NA,NA,NA,-9.772147786,-1.240233442
ad / aa,NA,NA,0.006854964,NA,0.035639189,NA
aa * ad,NA,NA,NA,82.56640845,769.6761241,NA
aa + ad,NA,1.957570094,NA,13.49320541,NA,NA
aa - ad,NA,3.132081068,NA,13.40763513,-18.67228027,NA
ad - aa,NA,-3.132081068,NA,-13.40763513,18.67228027,NA
dd,23.34,NA,NA,NA,NA,16.6652939
dd,4.02,NA,NA,NA,NA,3.514742569
dd / dd,NA,NA,NA,NA,NA,-0.71019672
dd / dd,NA,NA,NA,NA,NA,0.01425437
dd * dd,NA,NA,NA,NA,NA,654.0413448
dd + dd,NA,NA,NA,NA,NA,21.96292484
dd - dd,NA,NA,NA,NA,NA,9.771992958
dd - dd,NA,NA,NA,NA,NA,-9.771992958
dd,32.93,NA,NA,NA,NA,29.32674805
ad,5.8,NA,NA,NA,5.6182184,NA
dd / ad,NA,NA,NA,NA,-2.423873797,2.050440147
ad / dd,NA,NA,-0.043815386,NA,0.071289299,NA
dd * ad,NA,-28.79950008,NA,NA,493.9815232,399.0501072
dd + ad,NA,NA,NA,NA,NA,29.54949748
dd - ad,NA,NA,NA,NA,NA,31.59711149
ad - dd,NA,NA,NA,NA,NA,-31.59711149
aa,3.7,NA,NA,2.779270576,NA,NA
dd,522.6,NA,NA,NA,NA,369.7101014
aa / dd,NA,NA,-0.03088194,NA,NA,NA
dd / aa,NA,NA,NA,NA,NA,12.3542271
aa * dd,NA,NA,NA,NA,NA,9755.008953
aa + dd,NA,NA,NA,NA,NA,386.0828542
aa - dd,NA,NA,NA,NA,NA,-357.399831
dd - aa,NA,NA,NA,NA,NA,357.399831
aa,5.18,2.357992712,NA,6.343971305,-3.600895341,NA
aa,21.8,NA,NA,19.42690401,NA,NA
aa / aa,NA,0.062130791,2.559575499,NA,NA,1.011453006
aa / aa,NA,-0.011099078,NA,0.228028255,NA,NA
aa * aa,NA,74.6887077,NA,979.559659,-148.7563331,NA
aa + aa,NA,2.61511543,NA,28.21791371,-4.347885771,NA
aa - aa,NA,2.077067309,NA,-15.51484369,-2.748824369,NA
aa - aa,NA,-2.077067309,NA,15.51484369,2.748824369,NA
dd,9.02,NA,NA,NA,NA,7.275441694
ad,168,NA,NA,NA,166.7040746,NA
dd / ad,NA,NA,0.056151433,NA,-0.243946563,NA
ad / dd,NA,NA,NA,NA,7.062272383,-1.58255861
dd * ad,NA,NA,NA,NA,3901.10628,1000.561907
dd + ad,NA,NA,NA,NA,167.0291992,5.244247951
dd - ad,NA,NA,NA,NA,-166.6169375,8.110164674
ad - dd,NA,NA,NA,NA,166.6169375,-8.110164674
ad,6.5,NA,NA,NA,6.181273007,NA
dd,18.9,NA,NA,NA,NA,14.20814188
ad / dd,NA,NA,-0.208947984,NA,0.292097267,-0.104746591
dd / ad,NA,NA,NA,NA,-1.316430988,1.326200913
ad * dd,NA,NA,NA,NA,134.8080517,164.1716339
ad + dd,NA,NA,NA,NA,6.030929851,15.65678309
ad - dd,NA,NA,NA,NA,6.397509681,-17.879648
dd - ad,NA,NA,NA,NA,-6.397509681,17.879648
ad,4.066,NA,NA,NA,3.860380304,NA
ad,15.356,NA,NA,1.817045657,16.05181113,1.96803416
ad / ad,NA,NA,NA,NA,NA,NA
ad / ad,NA,NA,NA,NA,NA,NA
ad * ad,NA,NA,NA,18.54274689,338.968819,21.51188792
ad + ad,NA,NA,NA,2.328784364,20.04292424,2.479836519
ad - ad,NA,NA,NA,NA,-12.10471541,NA
ad - ad,NA,NA,NA,NA,12.10471541,NA
dd,455.1,NA,NA,NA,NA,420.0523849
aa,1.33,NA,NA,1.38976131,NA,NA
dd / aa,NA,NA,NA,NA,NA,69.27432016
aa / dd,NA,NA,-0.006348856,0.002494096,NA,NA
dd * aa,NA,NA,NA,1173.763077,NA,1637.405465
dd + aa,NA,NA,NA,NA,NA,414.7543602
dd - aa,NA,NA,NA,NA,NA,424.7755073
aa - dd,NA,NA,NA,NA,NA,-424.7755073
dd,24.93,NA,NA,NA,NA,21.49224732
ad,51.86,NA,NA,NA,49.55210411,NA
dd / ad,NA,NA,NA,-0.513723186,-3.020385568,NA
ad / dd,NA,NA,-0.130154359,NA,0.601707657,NA
dd * ad,NA,NA,NA,NA,4144.631769,866.8485182
dd + ad,NA,NA,NA,NA,53.72448221,21.26942749
dd - ad,NA,NA,NA,NA,-45.64160089,11.28554059
ad - dd,NA,NA,NA,NA,45.64160089,-11.28554059
dd,21.37,NA,NA,NA,NA,19.17530847
ad,0.272,NA,NA,NA,0.274583151,NA
dd / ad,NA,NA,63.50503212,NA,-228.7274187,NA
ad / dd,NA,NA,NA,NA,0.005608103,-0.001761956
dd * ad,NA,NA,NA,NA,13.413243,4.888662935
dd + ad,NA,NA,NA,NA,NA,19.24535634
dd - ad,NA,NA,NA,NA,NA,18.73291701
ad - dd,NA,NA,NA,NA,NA,-18.73291701
ad,0.678,NA,NA,NA,0.822061795,NA
ad,12.2,-0.600280184,NA,NA,13.95470775,NA
ad / ad,NA,NA,NA,NA,NA,NA
ad / ad,NA,NA,NA,NA,NA,NA
ad * ad,NA,NA,NA,NA,64.0012685,NA
ad + ad,NA,-0.635050214,NA,NA,14.92343488,NA
ad - ad,NA,0.556900786,NA,NA,-12.97004146,NA
ad - ad,NA,-0.556900786,NA,NA,12.97004146,NA
aa,1.051,NA,NA,0.634541736,NA,NA
dd,6,NA,NA,NA,NA,6.032192012
aa / dd,NA,NA,-0.120436934,NA,NA,NA
dd / aa,NA,NA,0.592424682,NA,NA,0.357455837
aa * dd,NA,NA,NA,NA,NA,43.5477551
aa + dd,NA,NA,NA,NA,NA,5.285853202
aa - dd,NA,NA,NA,NA,NA,-5.867025629
dd - aa,NA,NA,NA,NA,NA,5.867025629
ad,12.04,NA,NA,NA,18.22747613,NA
ad,23.86,-3.310618091,NA,NA,28.7198533,NA
ad / ad,NA,NA,NA,NA,NA,NA
ad / ad,NA,NA,NA,NA,NA,NA
ad * ad,NA,-343.9350364,NA,NA,4657.897703,NA
