trait,beta,a,d,aa,ad,dd
d - dd,NA,NA,NA,NA,NA,-27.23614339
dd - d,NA,NA,NA,NA,NA,27.23614339
d,17.3,NA,16.24549603,NA,NA,NA
dd,1.7,NA,NA,NA,NA,NA
d / dd,NA,NA,0.641058666,NA,NA,NA
dd / d,NA,NA,NA,2.167895646,NA,NA
d * dd,NA,NA,334.0615841,NA,NA,NA
d + dd,NA,NA,16.91781101,NA,NA,NA
d - dd,NA,NA,15.15526271,NA,NA,NA
dd - d,NA,NA,-15.15526271,NA,NA,NA
d,1.05,NA,0.819353499,NA,NA,NA
ad,83.7,NA,NA,NA,76.59599312,NA
d / ad,NA,NA,0.00499653,NA,-0.019872083,NA
ad / d,NA,NA,-3.817861537,NA,17.36156969,NA
d * ad,NA,NA,145.2101547,NA,349.7084022,NA
d + ad,NA,NA,NA,NA,76.58778284,NA
d - ad,NA,NA,NA,NA,-76.62120088,NA
ad - d,NA,NA,NA,NA,76.62120088,NA
d,0.63,-0.031676492,0.628655666,NA,NA,NA
aa,1.95,NA,NA,1.660749841,NA,NA
d / aa,NA,NA,0.386382211,-0.154930046,NA,NA
aa / d,NA,NA,NA,1.00475303,NA,NA
d * aa,NA,NA,NA,2.90270937,NA,NA
d + aa,NA,NA,NA,1.32220845,NA,0.903166296
d - aa,NA,NA,NA,-1.906334669,NA,NA
aa - d,NA,NA,NA,1.906334669,NA,NA
d,1.77,NA,1.302568511,NA,NA,NA
ad,2.011428574,NA,NA,NA,1.832340987,NA
d / ad,NA,NA,NA,-0.580166734,-2.787621312,NA
ad / d,NA,NA,NA,0.0255741,0.150776578,NA
d * ad,NA,NA,2.812048077,NA,22.178345,NA
d + ad,NA,NA,1.192192953,NA,1.524325825,NA
d - ad,NA,NA,1.376481273,NA,-1.64012366,NA
ad - d,NA,NA,-1.376481273,NA,1.64012366,NA
d,17.9,NA,18.50435922,NA,NA,NA
aa,10.45,NA,NA,10.12041263,NA,NA
d / aa,NA,NA,1.824682335,NA,NA,NA
aa / d,NA,NA,NA,0.330673774,NA,NA
d * aa,NA,NA,NA,166.8355133,NA,NA
d + aa,NA,NA,NA,NA,NA,7.880569109
d - aa,NA,NA,21.80877212,-9.481631658,NA,NA
aa - d,NA,NA,-21.80877212,9.481631658,NA,NA
d,0.0203125,0.001605614,0.019413015,NA,NA,NA
ad,0.69,NA,NA,NA,0.683259607,NA
d / ad,NA,NA,NA,NA,-1.787495544,NA
ad / d,NA,NA,NA,0.418447223,8.512903551,NA
d * ad,NA,NA,0.004659574,NA,0.05532501,NA
d + ad,NA,NA,0.013556045,NA,0.686663177,NA
d - ad,NA,NA,0.010648869,NA,-0.679742371,NA
ad - d,NA,NA,-0.010648869,NA,0.679742371,NA
d,0.27,NA,0.271564006,NA,NA,NA
ad,117.8361905,NA,NA,NA,116.2742235,NA
d / ad,NA,NA,NA,-0.252726137,-0.582552355,-0.250414401
ad / d,NA,NA,-3.742542577,NA,75.56641042,NA
d * ad,NA,NA,12.0428993,NA,180.5898533,NA
d + ad,NA,NA,NA,NA,116.2569281,NA
d - ad,NA,NA,NA,NA,-116.3008047,NA
ad - d,NA,NA,NA,NA,116.3008047,NA
d,0.0140625,NA,0.012988679,NA,NA,NA
aa,1.497973788,NA,NA,1.030321063,0.002631247,NA
d / aa,NA,NA,NA,-2.116921079,NA,-2.840591782
aa / d,NA,NA,NA,17.95437561,NA,NA
d * aa,NA,NA,NA,0.054934585,NA,NA
d + aa,NA,NA,NA,0.996254527,NA,NA
d - aa,NA,NA,NA,-1.000689675,-0.005055317,NA
aa - d,NA,NA,NA,1.000689675,0.005055317,NA
d,0.234309785,NA,0.210925551,NA,NA,NA
dd,31.64,NA,NA,NA,3.265032873,28.87577448
d / dd,NA,-3.74E-05,NA,-0.001252517,NA,NA
dd / d,NA,12.88890663,NA,272.1359819,NA,NA
d * dd,NA,NA,21.11733032,NA,NA,14.76399456
d + dd,NA,NA,NA,NA,NA,29.11056733
d - dd,NA,NA,NA,NA,-3.275102319,-28.65777723
dd - d,NA,NA,NA,NA,3.275102319,28.65777723
d,8.2,NA,7.2926208,NA,NA,NA
ad,11.8,0.809712882,NA,NA,9.460828722,NA
d / ad,NA,NA,0.142577801,-0.120406047,-0.43811422,NA
ad / d,NA,NA,NA,0.226532594,0.390903793,NA
d * ad,NA,21.71902266,251.114374,NA,243.2638438,NA
d + ad,NA,0.828588672,9.109831376,NA,8.081695211,NA
d - ad,NA,NA,5.903367147,NA,-11.12259042,NA
ad - d,NA,NA,-5.903367147,NA,11.12259042,NA
d,145.8,NA,108.0463238,NA,NA,NA
aa,0.34,NA,NA,0.328428771,NA,NA
d / aa,NA,NA,664.9779478,-380.4392834,NA,NA
aa / d,NA,NA,NA,0.000363964,NA,NA
d * aa,NA,17.43323098,NA,248.2221824,NA,NA
d + aa,NA,NA,107.8649553,NA,NA,NA
d - aa,NA,NA,108.2256077,NA,NA,NA
aa - d,NA,NA,-108.2256077,NA,NA,NA
d,0.79625,NA,0.710394368,NA,NA,NA
ad,119.2,-1.158724403,NA,NA,117.5732685,NA
d / ad,NA,5.15E-05,0.008014641,-0.005398912,-0.018007882,NA
ad / d,NA,NA,NA,231.1350226,197.9713461,NA
d * ad,NA,-0.086677046,37.58880342,NA,69.33881614,NA
d + ad,NA,-1.140710467,NA,-1.597957218,117.5724532,-1.534483792
d - ad,NA,1.205312558,NA,NA,-117.7536864,1.982626236
ad - d,NA,-1.205312558,NA,NA,117.7536864,-1.982626236
d,33.2,NA,30.86994246,NA,NA,NA
dd,1.06,NA,NA,NA,NA,0.988883628
d / dd,NA,NA,NA,-8.409048125,NA,-8.869472651
dd / d,NA,NA,NA,0.007156545,NA,0.007433546
d * dd,NA,NA,NA,NA,NA,70.93625213
d + dd,NA,NA,31.94817664,NA,NA,NA
d - dd,NA,NA,29.63939259,NA,NA,NA
dd - d,NA,NA,-29.63939259,NA,NA,NA
d,2.04,NA,1.355852195,NA,NA,0.539668281
ad,0.272,NA,NA,NA,0.28764497,NA
d / ad,NA,NA,4.985725615,-4.097934205,-23.02959344,NA
ad / d,NA,NA,-0.02570778,NA,0.063940945,NA
d * ad,NA,NA,0.408255444,NA,1.299667156,NA
d + ad,NA,NA,1.332194241,NA,0.498703059,0.543678138
d - ad,NA,NA,1.331293734,NA,NA,0.551637774
ad - d,NA,NA,-1.331293734,NA,NA,-0.551637774
d,3.6,NA,3.409901382,NA,NA,NA
aa,16.1,NA,NA,13.33518825,NA,NA
d / aa,NA,NA,0.253739253,NA,NA,0.118492417
aa / d,NA,NA,NA,7.032134769,NA,NA
d * aa,NA,NA,NA,NA,NA,5.00422844
d + aa,NA,NA,NA,10.24129237,NA,NA
d - aa,NA,NA,NA,-10.53671102,NA,NA
aa - d,NA,NA,NA,10.53671102,NA,NA
d,0.242,NA,NA,NA,NA,0.15403096
ad,0.264,NA,NA,NA,0.256799441,NA
d / ad,NA,NA,NA,NA,-1.174903766,NA
ad / d,NA,NA,NA,NA,0.162805863,NA
d * ad,NA,NA,0.092218661,NA,0.409526275,NA
d + ad,NA,NA,NA,NA,0.316696534,0.119040142
d - ad,NA,NA,NA,NA,-0.169573386,0.149025123
ad - d,NA,NA,NA,NA,0.169573386,-0.149025123
d,1.294,NA,1.287024517,NA,NA,NA
dd,2.6,NA,NA,NA,NA,2.483198465
d / dd,NA,NA,NA,NA,NA,-0.057386486
dd / d,NA,NA,NA,NA,NA,0.122906546
d * dd,NA,NA,27.05179574,NA,NA,21.96275046
d + dd,NA,NA,NA,NA,NA,2.034257915
d - dd,NA,NA,NA,NA,NA,-1.467231582
dd - d,NA,NA,NA,NA,NA,1.467231582
d,59.7,NA,53.27765959,NA,NA,NA
ad,16.26,NA,NA,NA,16.92778283,NA
d / ad,NA,NA,1.105072966,NA,-2.812216313,NA
ad / d,NA,NA,-0.038905477,0.031785293,0.104019919,NA
d * ad,NA,NA,1736.469994,NA,2755.112684,NA
d + ad,NA,NA,55.89636995,NA,15.1862587,NA
d - ad,NA,NA,55.52391807,NA,NA,NA
ad - d,NA,NA,-55.52391807,NA,NA,NA
d,0.29,NA,NA,NA,NA,0.145887362
aa,1064,NA,NA,1000.717778,NA,NA
d / aa,NA,NA,0.003442507,NA,NA,0.0019926
aa / d,NA,NA,NA,532.8103712,NA,NA
d * aa,NA,NA,NA,1955.667456,NA,NA
d + aa,NA,NA,NA,1000.626226,NA,NA
d - aa,NA,NA,NA,-1000.799773,NA,NA
aa - d,NA,NA,NA,1000.799773,NA,NA
d,3.42,NA,2.058406342,NA,NA,NA
aa,0.257,0.033081879,NA,0.241419319,-0.111969963,NA
d / aa,NA,-1.06746092,NA,-6.15137945,NA,NA
aa / d,NA,0.001526219,NA,0.008514917,NA,NA
d * aa,NA,NA,NA,5.32758907,-3.166344156,NA
d + aa,NA,NA,1.728431064,NA,NA,NA
d - aa,NA,-0.560911897,2.391530997,NA,NA,NA
aa - d,NA,0.560911897,-2.391530997,NA,NA,NA
d,23,NA,15.76247977,NA,NA,NA
dd,0.58,-0.032281812,NA,NA,NA,0.538183582
d / dd,NA,2.54944203,NA,NA,NA,-22.87341791
dd / d,NA,NA,NA,NA,NA,0.002288271
d * dd,NA,NA,NA,NA,NA,109.678007
d + dd,NA,NA,16.07514327,NA,NA,NA
d - dd,NA,NA,15.38586425,NA,NA,NA
dd - d,NA,NA,-15.38586425,NA,NA,NA
d,2.93314,NA,2.662239269,NA,NA,NA
aa,1.6,NA,-1.458387322,NA,NA,NA
d / aa,NA,NA,0.106411613,NA,NA,0.035747876
aa / d,NA,NA,NA,85.96750134,NA,57.95504558
d * aa,NA,NA,38.36714204,-13.06363668,NA,NA
d + aa,NA,NA,NA,NA,NA,NA
d - aa,NA,NA,5.05082731,NA,NA,NA
aa - d,NA,NA,-5.05082731,NA,NA,NA
d,0.25,NA,NA,NA,NA,0.111094055
dd,426.01,NA,NA,NA,NA,406.4225633
d / dd,NA,NA,-0.000772708,NA,NA,-0.000604541
dd / d,NA,NA,NA,NA,NA,235.8767926
d * dd,NA,NA,NA,NA,NA,659.4351374
d + dd,NA,NA,NA,NA,NA,406.5945475
d - dd,NA,NA,NA,NA,NA,-406.2501567
dd - d,NA,NA,NA,NA,NA,406.2501567
d,262.75,2.813535821,264.8442455,NA,-14.40497692,NA
ad,85.134,NA,NA,NA,76.64204667,NA
d / ad,NA,NA,2.939524048,-1.419806003,-5.989590661,NA
ad / d,NA,NA,NA,0.236977516,0.269710964,NA
d * ad,NA,NA,16852.19188,NA,21597.33313,NA
d + ad,NA,1.649291857,264.598719,NA,65.09097463,NA
d - ad,NA,3.674057712,265.0758079,NA,-93.34253905,NA
ad - d,NA,-3.674057712,-265.0758079,NA,93.34253905,NA
d,10.1,NA,9.350338415,NA,NA,NA
ad,0.178666666,NA,NA,NA,NA,NA
d / ad,NA,NA,4.214168631,NA,NA,NA
ad / d,NA,NA,-0.004998678,NA,NA,NA
d * ad,NA,NA,14.99291369,NA,NA,NA
d + ad,NA,NA,9.393696225,NA,NA,NA
d - ad,NA,NA,9.303466008,NA,NA,NA
ad - d,NA,NA,-9.303466008,NA,NA,NA
d,11.36,NA,10.48415785,NA,NA,NA
aa,0.3,NA,NA,0.231547553,NA,NA
d / aa,NA,NA,15.46253789,NA,NA,NA
aa / d,NA,NA,NA,0.075701044,NA,NA
d * aa,NA,NA,5.771240416,NA,NA,NA
d + aa,NA,NA,10.42245816,NA,NA,NA
d - aa,NA,NA,9.927466641,NA,NA,NA
aa - d,NA,NA,-9.927466641,NA,NA,NA
d,10.75,NA,10.22213319,NA,NA,NA
ad,44.6,NA,NA,NA,46.64784865,NA
d / ad,NA,NA,NA,-0.457764059,-3.04973334,NA
ad / d,NA,NA,-0.044238102,NA,0.452421255,NA
d * ad,NA,NA,NA,NA,4823.857087,338.657857
d + ad,NA,NA,NA,NA,47.87208872,7.794354306
d - ad,NA,NA,12.46182264,NA,-45.58622538,NA
ad - d,NA,NA,-12.46182264,NA,45.58622538,NA
d,16.1,NA,15.62415702,NA,NA,NA
ad,25.6,NA,NA,NA,25.77590782,NA
d / ad,NA,NA,NA,-9.732699818,-23.97222146,-9.073595927
ad / d,NA,NA,NA,0.166474785,1.114220449,NA
d * ad,NA,NA,142.9817039,NA,596.7745985,NA
d + ad,NA,NA,17.07714436,NA,25.54137383,NA
d - ad,NA,NA,16.42091588,NA,-26.09647211,NA
ad - d,NA,NA,-16.42091588,NA,26.09647211,NA
d,0.2911,NA,0.195654109,NA,NA,NA
ad,114.4,NA,NA,NA,117.8359432,NA
d / ad,NA,NA,NA,-0.004341212,-0.026452974,NA
ad / d,NA,NA,NA,NA,102.8011766,-8.550254736
d * ad,NA,NA,20.93049442,NA,137.844814,NA
d + ad,NA,NA,NA,NA,117.8128269,NA
d - ad,NA,NA,NA,NA,-117.8293689,NA
ad - d,NA,NA,NA,NA,117.8293689,NA
d,14.1,NA,9.542913598,NA,NA,3.912214613
dd,5.763,NA,NA,NA,NA,5.934883608
d / dd,NA,NA,NA,-0.257988158,NA,-0.20960672
dd / d,NA,NA,NA,0.074890688,NA,NA
d * dd,NA,NA,NA,NA,NA,352.4759011
d + dd,NA,NA,13.46241648,NA,NA,8.257197132
d - dd,NA,NA,5.022075213,-3.675355641,NA,NA
dd - d,NA,NA,-5.022075213,3.675355641,NA,NA
d,7.8,NA,6.518580081,NA,NA,NA
dd,0.16,NA,NA,NA,NA,0.132785513
d / dd,NA,NA,NA,-6.417555735,NA,NA
dd / d,NA,NA,NA,0.014866388,NA,NA
d * dd,NA,NA,4.377197304,NA,NA,2.663182277
d + dd,NA,NA,6.337543828,NA,NA,NA
d - dd,NA,NA,6.639614209,NA,NA,NA
dd - d,NA,NA,-6.639614209,NA,NA,NA
d,14.55,NA,12.86263614,NA,NA,NA
dd,2.12,NA,NA,NA,NA,1.523080039
d / dd,NA,0.202187662,NA,-0.90464849,NA,-1.012968999
dd / d,NA,-0.003746337,NA,0.01820529,NA,0.020101861
d * dd,NA,NA,109.9466946,NA,NA,73.05743579
d + dd,NA,NA,13.79466263,NA,NA,NA
d - dd,NA,NA,10.23345194,NA,NA,NA
dd - d,NA,NA,-10.23345194,NA,NA,NA
d,20,NA,20.20867711,NA,NA,NA
dd,29.3,NA,NA,NA,NA,28.28050883
d / dd,NA,NA,NA,NA,NA,-1.031941884
dd / d,NA,NA,NA,NA,NA,0.237789116
d * dd,NA,NA,NA,NA,NA,2474.436152
d + dd,NA,NA,34.62686821,NA,NA,22.77001792
d - dd,NA,NA,NA,-13.68480795,NA,-16.3242153
dd - d,NA,NA,NA,13.68480795,NA,16.3242153
d,12.1,NA,11.41867839,NA,-3.136267646,NA
dd,0.046925347,NA,NA,NA,0.000963974,0.044235234
d / dd,NA,NA,-740.6232906,NA,-120.9867326,-325.8400267
dd / d,NA,NA,NA,NA,5.40E-05,0.000732935
d * dd,NA,NA,NA,NA,-0.029532888,2.180106422
d + dd,NA,NA,11.51290821,NA,-3.141136701,NA
d - dd,NA,NA,11.32265091,NA,-3.131389113,NA
dd - d,NA,NA,-11.32265091,NA,3.131389113,NA
d,48.2,NA,37.86052795,NA,NA,NA
ad,16.52,NA,NA,NA,19.06828756,NA
d / ad,NA,NA,0.911061353,NA,-2.712866207,NA
ad / d,NA,NA,-0.029378577,NA,0.10256038,NA
d * ad,NA,NA,1651.31041,NA,3464.30747,NA
d + ad,NA,NA,42.40796238,NA,NA,NA
d - ad,NA,NA,34.5575936,NA,NA,NA
ad - d,NA,NA,-34.5575936,NA,NA,NA
d,121.13,NA,107.5334387,NA,NA,NA
aa,8.5,NA,NA,7.592100386,NA,NA
d / aa,NA,NA,NA,NA,NA,43.83121808
aa / d,NA,NA,NA,0.057460363,NA,NA
d * aa,NA,NA,NA,440.0401722,NA,NA
d + aa,NA,NA,82.35917886,NA,NA,NA
d - aa,NA,NA,124.4540082,NA,NA,NA
aa - d,NA,NA,-124.4540082,NA,NA,NA
d,0.3,NA,0.257341827,NA,NA,NA
ad,49.4,NA,NA,NA,46.62353179,NA
d / ad,NA,NA,NA,-0.00837521,-0.038961516,-0.006050123
ad / d,NA,NA,NA,4.383977252,28.28940199,NA
d * ad,NA,NA,11.07570204,NA,76.99989073,NA
d + ad,NA,NA,NA,NA,46.50316853,NA
d - ad,NA,NA,NA,NA,-46.74007277,NA
ad - d,NA,NA,NA,NA,46.74007277,NA
d,1.54,NA,1.475467772,NA,NA,NA
dd,13,NA,NA,NA,NA,NA
d / dd,NA,NA,0.004963857,NA,NA,NA
dd / d,NA,NA,NA,84.44193254,NA,NA
d * dd,NA,NA,280.6124918,NA,NA,NA
d + dd,NA,NA,NA,NA,NA,NA
d - dd,NA,NA,NA,NA,NA,NA
dd - d,NA,NA,NA,NA,NA,NA
d,0.097,NA,NA,NA,NA,NA
dd,5.04496515,NA,NA,NA,NA,4.711725299
d / dd,NA,NA,NA,NA,NA,-0.080793509
dd / d,NA,NA,NA,NA,NA,2.349535742
d * dd,NA,NA,NA,NA,NA,8.821762539
d + dd,NA,NA,NA,NA,NA,4.554914171
d - dd,NA,NA,NA,NA,NA,-3.811469405
dd - d,NA,NA,NA,NA,NA,3.811469405
d,0.198,NA,NA,-0.119158218,NA,NA
dd,7,NA,NA,NA,NA,7.308079125
d / dd,NA,NA,NA,-0.00611367,NA,-0.007112609
dd / d,NA,NA,NA,4.88668989,NA,5.906280394
d * dd,NA,NA,8.147382411,NA,NA,5.58885548
d + dd,NA,NA,NA,NA,NA,7.286451077
d - dd,NA,NA,NA,NA,NA,-7.267663024
dd - d,NA,NA,NA,NA,NA,7.267663024
d,18,NA,17.40863338,NA,1.964779165,NA
aa,10.18,NA,NA,9.345085604,NA,NA
d / aa,NA,NA,0.251519619,NA,NA,NA
aa / d,NA,NA,NA,1.132063184,NA,NA
d * aa,NA,NA,645.2180594,NA,NA,319.4943736
d + aa,NA,NA,NA,NA,NA,8.939342085
d - aa,NA,NA,NA,-14.10896753,NA,NA
aa - d,NA,NA,NA,14.10896753,NA,NA
d,0.44,NA,0.634920924,NA,NA,NA
dd,1.35,NA,NA,NA,NA,1.155517352
d / dd,NA,NA,NA,NA,NA,-0.071996206
dd / d,NA,NA,NA,NA,NA,0.078099944
d * dd,NA,NA,10.23184066,NA,NA,NA
d + dd,NA,NA,1.717722438,NA,NA,NA
d - dd,NA,NA,NA,NA,NA,-0.51635572
dd - d,NA,NA,NA,NA,NA,0.51635572
d,11.652,NA,11.35822908,NA,NA,NA
aa,0.564,0.023073958,NA,0.568924759,-0.090627038,NA
d / aa,NA,NA,23.68477487,-9.810847903,NA,NA
aa / d,NA,NA,NA,0.014950548,NA,NA
d * aa,NA,NA,NA,13.37865731,NA,NA
d + aa,NA,NA,10.75282087,NA,NA,NA
d - aa,NA,NA,11.91198969,NA,NA,NA
aa - d,NA,NA,-11.91198969,NA,NA,NA
d,23.529,NA,14.3004498,-10.17973464,NA,NA
ad,0.12,NA,NA,NA,0.070337035,NA
d / ad,NA,-4.655259986,34.82870416,NA,NA,NA
ad / d,NA,0.000308217,-0.001500097,NA,NA,NA
d * ad,NA,NA,NA,-15.30883515,11.28983456,NA
d + ad,NA,NA,14.17050166,-10.33765242,NA,NA
d - ad,NA,NA,14.34486077,-10.10149981,NA,NA
ad - d,NA,NA,-14.34486077,10.10149981,NA,NA
d,0.73028543,NA,0.717992147,NA,NA,NA
ad,1346,NA,NA,NA,1121.92039,NA
d / ad,NA,NA,0.000220046,NA,-0.000128904,NA
ad / d,NA,NA,NA,2015.71268,1207.701736,NA
d * ad,NA,NA,2057.508803,NA,1048.720393,NA
d + ad,NA,NA,NA,NA,1121.886026,NA
d - ad,NA,NA,NA,NA,-1121.954745,NA
ad - d,NA,NA,NA,NA,1121.954745,NA
d,33.2,NA,31.30228232,NA,NA,NA
ad,9.92,NA,NA,NA,11.83705554,NA
d / ad,NA,NA,0.479751733,NA,NA,NA
ad / d,NA,NA,NA,5.423246102,NA,NA
d * ad,NA,NA,1880.222427,NA,306.0153694,NA
d + ad,NA,NA,28.47490529,NA,11.51316005,NA
d - ad,NA,NA,26.6014016,NA,-7.88094856,NA
ad - d,NA,NA,-26.6014016,NA,7.88094856,NA
d,1.548,NA,NA,-1.383226208,NA,NA
aa,2.87,NA,NA,2.530068103,NA,NA
d / aa,NA,NA,0.554878475,-0.37586043,NA,NA
aa / d,NA,NA,NA,0.324794561,NA,NA
d * aa,NA,NA,NA,14.30049316,NA,NA
d + aa,NA,NA,NA,1.173500542,0.745462578,NA
d - aa,NA,NA,NA,-3.687782698,NA,NA
aa - d,NA,NA,NA,3.687782698,NA,NA
d,17.3,NA,15.02264623,NA,NA,NA
dd,9,NA,NA,NA,NA,8.849950287
d / dd,NA,NA,0.277750683,-0.190572926,NA,NA
dd / d,NA,NA,NA,2.857580429,NA,NA
d * dd,NA,NA,454.890995,NA,NA,265.5711928
d + dd,NA,NA,17.74545939,NA,NA,9.132322631
d - dd,NA,NA,NA,-7.402262009,NA,NA
dd - d,NA,NA,NA,7.402262009,NA,NA
d,2.54,NA,2.22840782,NA,NA,NA
ad,46.68,NA,NA,NA,41.34709608,NA
d / ad,NA,NA,0.021289211,NA,-0.038402151,NA
ad / d,NA,NA,-2.891408281,NA,6.346279151,NA
d * ad,NA,NA,224.4020596,NA,288.0876207,NA
d + ad,NA,NA,NA,NA,41.17393274,NA
d - ad,NA,NA,NA,NA,-41.48527675,NA
ad - d,NA,NA,NA,NA,41.48527675,NA
d,0.88,NA,NA,-0.584314272,NA,NA
aa,114.8,NA,NA,110.8515368,NA,NA
d / aa,NA,NA,NA,-0.012945786,NA,NA
aa / d,NA,NA,NA,14.74597356,NA,NA
d * aa,NA,NA,NA,758.2438696,NA,NA
d + aa,NA,NA,NA,110.0607745,NA,NA
d - aa,NA,NA,NA,-111.6337871,NA,NA
aa - d,NA,NA,NA,111.6337871,NA,NA
d,35.1,NA,32.07163979,NA,NA,NA
dd,1.638,0.03229682,NA,NA,NA,1.690716777
d / dd,NA,NA,NA,-4.488571949,NA,-3.072197537
dd / d,NA,NA,NA,0.055795642,NA,0.038741737
d * dd,NA,NA,137.8810248,NA,NA,99.44516179
d + dd,NA,NA,34.70672499,NA,NA,NA
d - dd,NA,NA,25.33482518,NA,NA,NA
dd - d,NA,NA,-25.33482518,NA,NA,NA
d,0.142,NA,0.120148068,NA,NA,NA
dd,8.34,NA,NA,NA,NA,7.766626342
d / dd,NA,NA,NA,NA,NA,-0.024131438
dd / d,NA,NA,NA,NA,-1.199194428,5.830382884
d * dd,NA,NA,NA,NA,NA,9.49196749
d + dd,NA,NA,NA,NA,NA,7.845196816
d - dd,NA,NA,NA,NA,NA,-7.677287315
dd - d,NA,NA,NA,NA,NA,7.677287315
d,6.85,NA,5.928286697,NA,NA,NA
ad,19.6,NA,NA,NA,24.04696819,NA
d / ad,NA,NA,0.083039662,NA,-0.188091215,NA
ad / d,NA,NA,-0.285086046,0.101727637,0.653228569,NA
d * ad,NA,NA,339.4939086,NA,874.3309548,NA
d + ad,NA,NA,3.397041499,NA,24.47765373,NA
d - ad,NA,NA,7.842882348,NA,-23.60559778,NA
ad - d,NA,NA,-7.842882348,NA,23.60559778,NA
d,7.8,NA,6.479558129,NA,NA,NA
dd,0.566,NA,NA,NA,NA,0.490905478
d / dd,NA,NA,NA,NA,NA,-20.34153444
dd / d,NA,NA,NA,NA,NA,0.005713116
d * dd,NA,NA,NA,NA,NA,36.87458086
d + dd,NA,NA,6.737837225,NA,NA,NA
d - dd,NA,NA,6.129279066,NA,NA,NA
dd - d,NA,NA,-6.129279066,NA,NA,NA
d,4.8,NA,4.219437204,NA,NA,NA
ad,21.4,NA,NA,NA,19.91834589,NA
d / ad,NA,NA,0.075261863,NA,-0.085924404,NA
ad / d,NA,NA,-0.764847939,NA,0.828128215,NA
d * ad,NA,NA,239.1512614,NA,383.3794366,NA
d + ad,NA,NA,2.328123199,NA,21.36821631,NA
d - ad,NA,NA,2.888384106,NA,-18.94327781,NA
ad - d,NA,NA,-2.888384106,NA,18.94327781,NA
d,0.566,NA,0.546968559,NA,0.050175032,NA
ad,3.166666666,-0.091551304,NA,NA,3.49465774,NA
d / ad,NA,0.005446131,0.124076353,-0.082202204,-0.349476966,NA
ad / d,NA,-0.141652876,NA,1.192125425,3.629972574,NA
d * ad,NA,-0.039655198,1.728980849,NA,3.359303166,NA
d + ad,NA,-0.09303731,0.521040154,NA,3.550851718,NA
d - ad,NA,0.089091892,0.550184751,NA,-3.431585345,NA
ad - d,NA,-0.089091892,-0.550184751,NA,3.431585345,NA
d,118.75,NA,113.106394,NA,NA,NA
aa,18.5,NA,NA,13.96618832,NA,NA
d / aa,NA,NA,7.195704606,NA,NA,NA
aa / d,NA,NA,NA,0.21961405,NA,NA
d * aa,NA,NA,NA,393.0404309,NA,498.3232137
d + aa,NA,NA,70.60799775,NA,NA,25.18175869
d - aa,NA,NA,96.07336241,NA,NA,NA
aa - d,NA,NA,-96.07336241,NA,NA,NA
d,0.35,NA,0.287185378,NA,0.053258667,NA
ad,4.6,NA,NA,NA,3.632933656,NA
d / ad,NA,NA,0.007716105,NA,NA,NA
ad / d,NA,NA,-20.63990263,8.747483819,NA,NA
d * ad,NA,NA,15.4331506,NA,6.284712626,NA
d + ad,NA,NA,NA,NA,3.878997077,NA
d - ad,NA,NA,NA,NA,-3.199162856,NA
ad - d,NA,NA,NA,NA,3.199162856,NA
d,0.383,NA,NA,NA,NA,NA
aa,33.6,NA,NA,26.73475863,NA,NA
d / aa,NA,NA,NA,-0.017205657,NA,NA
aa / d,NA,NA,NA,6.288136514,NA,NA
d * aa,NA,NA,NA,170.2974328,NA,NA
d + aa,NA,NA,NA,26.29354946,NA,NA
d - aa,NA,NA,NA,-27.35742232,NA,NA
aa - d,NA,NA,NA,27.35742232,NA,NA
d,12.67,NA,11.9973893,NA,NA,NA
dd,8.5,NA,NA,NA,NA,7.377492278
d / dd,NA,NA,-8.465931456,NA,NA,NA
dd / d,NA,NA,NA,NA,NA,0.111486975
d * dd,NA,NA,NA,NA,NA,444.3389646
d + dd,NA,NA,15.45792787,NA,NA,9.644834195
d - dd,NA,NA,NA,-5.36384556,NA,NA
dd - d,NA,NA,NA,5.36384556,NA,NA
d,1.2,NA,NA,-1.120849731,NA,NA
ad,11.88,NA,NA,NA,10.13352404,NA
d / ad,NA,NA,NA,NA,-0.03022026,NA
ad / d,NA,NA,NA,0.134408293,0.273138641,NA
d * ad,NA,NA,NA,NA,200.0675124,NA
d + ad,NA,NA,NA,NA,10.66866581,NA
d - ad,NA,NA,1.849460073,NA,-9.291954985,NA
ad - d,NA,NA,-1.849460073,NA,9.291954985,NA
d,1.06,NA,0.697208982,NA,NA,NA
ad,2.18,NA,NA,NA,2.15985172,NA
d / ad,NA,NA,NA,-0.195311469,-0.390821432,NA
ad / d,NA,NA,NA,0.924956326,1.119724014,NA
d * ad,NA,NA,3.689466358,NA,4.234044432,NA
d + ad,NA,NA,1.051966975,NA,2.136801426,NA
d - ad,NA,NA,NA,-0.494348818,-2.213205601,NA
ad - d,NA,NA,NA,0.494348818,2.213205601,NA
d,0.27,0.033102758,0.174786876,NA,NA,NA
ad,2.264,NA,NA,NA,2.622666488,NA
d / ad,NA,0.005781535,0.035930068,NA,-0.063135455,NA
ad / d,NA,-0.214995961,-0.952310644,NA,1.719944198,NA
d * ad,NA,NA,NA,NA,4.963443551,1.228685409
d + ad,NA,NA,NA,NA,2.77684936,NA
d - ad,NA,NA,NA,NA,-2.465094458,NA
ad - d,NA,NA,NA,NA,2.465094458,NA
d,0.32,NA,0.192327183,NA,-0.124593558,0.09869744
ad,21.4,NA,NA,NA,21.7838653,NA
d / ad,NA,NA,NA,-0.361698728,-1.034835933,-0.349173487
