trait,beta,Aa,Ad,AaAa,AaAd,AdAd
Aa + AaAd,NA,45.32898323,NA,NA,NA,NA
Aa - AaAd,NA,45.27785441,NA,NA,NA,NA
AaAd - Aa,NA,-45.27785441,NA,NA,NA,NA
Aa,0.553,0.494103534,NA,NA,NA,0.155331198
AaAa,9.45,NA,NA,9.548747641,NA,NA
Aa / AaAa,NA,0.0314841,0.261627828,NA,0.033470199,NA
AaAa / Aa,NA,-1.496686003,NA,4.723684236,1.672303869,NA
Aa * AaAa,NA,5.510665267,NA,19.69360884,NA,NA
Aa + AaAa,NA,0.614719102,NA,9.451784638,NA,NA
Aa - AaAa,NA,0.377365308,NA,-9.672803974,NA,NA
AaAa - Aa,NA,-0.377365308,NA,9.672803974,NA,NA
Aa,19.16666666,19.00996061,NA,NA,NA,NA
AdAd,0.59,-0.041834849,NA,NA,0.089766663,0.551379459
Aa / AdAd,NA,10.62233528,NA,NA,NA,-2.208524668
AdAd / Aa,NA,-0.069504726,NA,NA,-0.056836366,NA
Aa * AdAd,NA,33.38579814,NA,NA,NA,11.05746279
Aa + AdAd,NA,18.93991828,NA,NA,NA,NA
Aa - AdAd,NA,19.00134278,NA,NA,NA,NA
AdAd - Aa,NA,-19.00134278,NA,NA,NA,NA
Aa,1.31943,1.317512629,NA,NA,NA,NA
AaAd,37.8,NA,NA,NA,38.77068834,NA
Aa / AaAd,NA,0.061230086,NA,NA,NA,NA
AaAd / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAd,NA,22.66466203,NA,NA,NA,NA
Aa + AaAd,NA,1.501937268,NA,NA,38.419479,NA
Aa - AaAd,NA,1.132470264,NA,NA,-38.40736358,NA
AaAd - Aa,NA,-1.132470264,NA,NA,38.40736358,NA
Aa,11.67,12.57728751,NA,NA,NA,NA
AaAd,8.16,NA,NA,NA,NA,NA
Aa / AaAd,NA,0.140544179,NA,NA,NA,NA
AaAd / Aa,NA,-0.183407896,NA,NA,NA,NA
Aa * AaAd,NA,1137.05122,NA,NA,NA,NA
Aa + AaAd,NA,10.8986839,NA,NA,NA,NA
Aa - AaAd,NA,14.32834256,NA,NA,NA,NA
AaAd - Aa,NA,-14.32834256,NA,NA,NA,NA
Aa,12.5,10.30474293,NA,0.661668379,NA,NA
AaAd,47.6,0.051955915,NA,NA,48.58352,NA
Aa / AaAd,NA,NA,NA,NA,-11.11401162,NA
AaAd / Aa,NA,-0.010045059,NA,NA,0.400306638,NA
Aa * AaAd,NA,194.7791266,NA,NA,5975.662365,NA
Aa + AaAd,NA,10.25632237,NA,NA,49.04431592,NA
Aa - AaAd,NA,10.06549754,NA,NA,-47.93204792,NA
AaAd - Aa,NA,-10.06549754,NA,NA,47.93204792,NA
Aa,0.091,NA,NA,NA,NA,NA
AdAd,14.6428572,NA,NA,NA,-2.979002423,15.14933634
Aa / AdAd,NA,NA,-0.019634642,NA,NA,NA
AdAd / Aa,NA,NA,NA,NA,NA,5.189395223
Aa * AdAd,NA,NA,NA,NA,NA,24.10938768
Aa + AdAd,NA,-0.307064723,NA,NA,-3.49362988,15.20233515
Aa - AdAd,NA,NA,NA,NA,2.872382799,-15.05429727
AdAd - Aa,NA,NA,NA,NA,-2.872382799,15.05429727
Aa,3.05,2.855044221,NA,NA,NA,NA
AdAd,7.7,NA,NA,NA,NA,7.884120363
Aa / AdAd,NA,0.084306123,-0.204851014,NA,NA,NA
AdAd / Aa,NA,NA,NA,NA,NA,NA
Aa * AdAd,NA,87.69074358,NA,NA,NA,259.0622778
Aa + AdAd,NA,2.961272492,NA,NA,NA,8.712751621
Aa - AdAd,NA,1.63182435,-4.43342705,NA,NA,NA
AdAd - Aa,NA,-1.63182435,4.43342705,NA,NA,NA
Aa,1.35,1.313295617,NA,NA,NA,0.04836214
AaAa,5.2,NA,NA,5.221470093,NA,NA
Aa / AaAa,NA,0.108007629,0.080247753,NA,NA,NA
AaAa / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAa,NA,15.6257199,NA,7.727870659,NA,NA
Aa + AaAa,NA,1.311064019,NA,5.157690476,NA,NA
Aa - AaAa,NA,1.411237202,NA,-5.229193448,-0.94396647,NA
AaAa - Aa,NA,-1.411237202,NA,5.229193448,0.94396647,NA
Aa,3.9,4.060322803,NA,NA,-6.056316799,NA
AaAd,69.14286,NA,NA,1.621344277,71.30612931,1.310792006
Aa / AaAd,NA,NA,NA,NA,-1.823188767,NA
AaAd / Aa,NA,NA,NA,NA,1.400751474,NA
Aa * AaAd,NA,136.1365457,NA,NA,3587.311165,NA
Aa + AaAd,NA,4.379882646,NA,NA,64.29957642,NA
Aa - AaAd,NA,3.28149215,NA,NA,-75.82470476,NA
AaAd - Aa,NA,-3.28149215,NA,NA,75.82470476,NA
Aa,2.845,1.884119838,NA,NA,NA,NA
AaAd,2.3,NA,NA,NA,2.469494334,NA
Aa / AaAd,NA,NA,NA,NA,-5.54530245,NA
AaAd / Aa,NA,-0.00215881,NA,NA,0.037858742,NA
Aa * AaAd,NA,NA,NA,NA,166.7963672,NA
Aa + AaAd,NA,1.464819165,NA,NA,NA,NA
Aa - AaAd,NA,1.92044292,NA,NA,NA,NA
AaAd - Aa,NA,-1.92044292,NA,NA,NA,NA
Aa,0.64,0.561188687,NA,NA,0.317529712,NA
AaAa,0.2375,NA,NA,0.233953763,NA,NA
Aa / AaAa,NA,0.516686243,3.273158376,NA,NA,NA
AaAa / Aa,NA,-0.025757861,NA,0.076060056,NA,NA
Aa * AaAa,NA,0.324786926,NA,0.882695305,NA,NA
Aa + AaAa,NA,0.657265993,NA,NA,NA,NA
Aa - AaAa,NA,0.55104599,NA,NA,NA,NA
AaAa - Aa,NA,-0.55104599,NA,NA,NA,NA
Aa,11.65,11.27622777,NA,NA,NA,NA
AaAd,2128,NA,NA,NA,2131.314671,NA
Aa / AaAd,NA,NA,NA,NA,NA,NA
AaAd / Aa,NA,NA,NA,NA,65.11538391,NA
Aa * AaAd,NA,NA,NA,NA,62981.08338,NA
Aa + AaAd,NA,NA,NA,NA,2149.917131,NA
Aa - AaAd,NA,10.14446225,NA,NA,-2130.658472,NA
AaAd - Aa,NA,-10.14446225,NA,NA,2130.658472,NA
Aa,2.95,3.059510323,NA,NA,NA,NA
AdAd,430,NA,NA,NA,NA,438.0695624
Aa / AdAd,NA,0.001065015,NA,NA,NA,-0.002391776
AdAd / Aa,NA,NA,NA,NA,NA,NA
Aa * AdAd,NA,5181.129176,NA,NA,NA,NA
Aa + AdAd,NA,NA,NA,NA,NA,437.9035864
Aa - AdAd,NA,NA,NA,NA,NA,-438.2941758
AdAd - Aa,NA,NA,NA,NA,NA,438.2941758
Aa,1.9845,2.064066861,NA,NA,NA,NA
AaAd,71.34,NA,NA,NA,75.59669993,NA
Aa / AaAd,NA,0.031291257,NA,NA,-0.068040396,NA
AaAd / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAd,NA,146.7024597,NA,NA,256.3503361,NA
Aa + AaAd,NA,NA,NA,NA,78.79566347,NA
Aa - AaAd,NA,2.476919386,NA,NA,-75.96794302,NA
AaAd - Aa,NA,-2.476919386,NA,NA,75.96794302,NA
Aa,7.3214286,7.364425871,NA,-0.463122735,0.971849583,NA
AdAd,179.93,NA,NA,NA,NA,167.9270032
Aa / AdAd,NA,0.028577343,NA,NA,NA,-0.024727972
AdAd / Aa,NA,-4.259831722,NA,NA,NA,5.82594099
Aa * AdAd,NA,1952.664977,NA,NA,NA,4296.287789
Aa + AdAd,NA,NA,NA,NA,NA,185.0268054
Aa - AdAd,NA,NA,NA,NA,NA,-181.1810444
AdAd - Aa,NA,NA,NA,NA,NA,181.1810444
Aa,76.35,75.67716297,NA,NA,NA,NA
AdAd,2.13,NA,NA,NA,NA,1.31674589
Aa / AdAd,NA,4.953545678,NA,NA,NA,NA
AdAd / Aa,NA,0.214343812,NA,NA,NA,0.382241089
Aa * AdAd,NA,1160.876157,NA,NA,NA,NA
Aa + AdAd,NA,75.79736037,NA,NA,NA,NA
Aa - AdAd,NA,75.59739653,NA,NA,NA,NA
AdAd - Aa,NA,-75.59739653,NA,NA,NA,NA
Aa,1.1,2.216436167,-0.443838388,NA,NA,NA
AaAd,66.4,NA,NA,0.220840628,66.53349663,NA
Aa / AaAd,NA,NA,NA,NA,NA,NA
AaAd / Aa,NA,NA,NA,NA,2.222221529,NA
Aa * AaAd,NA,NA,NA,NA,2000.715477,NA
Aa + AaAd,NA,2.20811808,NA,NA,66.77017401,NA
Aa - AaAd,NA,2.218680318,NA,NA,-66.33064762,NA
AaAd - Aa,NA,-2.218680318,NA,NA,66.33064762,NA
Aa,1.15,0.919293608,NA,NA,NA,NA
AaAd,19.2,NA,NA,NA,26.55158281,NA
Aa / AaAd,NA,NA,NA,NA,NA,NA
AaAd / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAd,NA,173.7512997,NA,NA,NA,NA
Aa + AaAd,NA,NA,NA,NA,26.01002239,NA
Aa - AaAd,NA,NA,NA,NA,-26.12136854,NA
AaAd - Aa,NA,NA,NA,NA,26.12136854,NA
Aa,0.79,0.802359569,NA,NA,NA,NA
AaAd,19.76,NA,NA,NA,19.96957239,NA
Aa / AaAd,NA,0.089251404,NA,NA,-0.286886653,NA
AaAd / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAd,NA,6.774751161,NA,NA,23.60280622,NA
Aa + AaAd,NA,0.620194858,NA,NA,20.39081817,NA
Aa - AaAd,NA,0.862931852,NA,NA,-20.00149678,NA
AaAd - Aa,NA,-0.862931852,NA,NA,20.00149678,NA
Aa,4.8,4.782476951,NA,NA,NA,NA
AaAd,3.82,NA,NA,NA,3.928059195,NA
Aa / AaAd,NA,1.432502515,NA,NA,-3.322185548,-0.256876603
AaAd / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAd,NA,15.60553733,NA,NA,37.81484427,NA
Aa + AaAd,NA,4.57619005,NA,NA,5.424858521,NA
Aa - AaAd,NA,4.657692859,NA,NA,-2.566804345,-0.498493236
AaAd - Aa,NA,-4.657692859,NA,NA,2.566804345,0.498493236
Aa,0.099,0.098365431,-0.022841288,0.015307072,NA,NA
AdAd,0.26,NA,NA,NA,NA,0.304303072
Aa / AdAd,NA,0.059288933,NA,NA,NA,-0.116732197
AdAd / Aa,NA,-0.180592818,NA,NA,NA,0.41505155
Aa * AdAd,NA,0.166332238,NA,0.199824002,NA,0.27092245
Aa + AdAd,NA,0.11236771,NA,0.215493764,NA,0.307594049
Aa - AdAd,NA,0.084529858,NA,NA,NA,-0.305359517
AdAd - Aa,NA,-0.084529858,NA,NA,NA,0.305359517
Aa,6.8,7.02677317,NA,NA,NA,NA
AaAd,0.4,-0.01051403,NA,NA,0.427121373,NA
Aa / AaAd,NA,7.345004815,NA,NA,-1.911604145,NA
AaAd / Aa,NA,-0.059456758,NA,NA,NA,NA
Aa * AaAd,NA,6.754817288,NA,NA,2.144950431,NA
Aa + AaAd,NA,7.045048477,NA,NA,NA,NA
Aa - AaAd,NA,7.012410295,NA,NA,NA,NA
AaAd - Aa,NA,-7.012410295,NA,NA,NA,NA
Aa,16.86,16.7599486,NA,NA,NA,NA
AaAd,12.4,NA,NA,NA,12.33973811,NA
Aa / AaAd,NA,2.685425353,NA,NA,-7.946225702,NA
AaAd / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAd,NA,119.7954025,NA,NA,160.5032328,NA
Aa + AaAd,NA,16.93004579,NA,NA,10.5762862,NA
Aa - AaAd,NA,16.99685601,NA,NA,-14.27372312,NA
AaAd - Aa,NA,-16.99685601,NA,NA,14.27372312,NA
Aa,31.85,31.74827479,NA,NA,NA,8.300614642
AaAa,22.4,NA,NA,19.65948352,NA,NA
Aa / AaAa,NA,0.346346374,NA,-0.394654973,NA,NA
AaAa / Aa,NA,-0.191264177,NA,0.19809848,NA,NA
Aa * AaAa,NA,2918.832233,NA,1914.034307,NA,NA
Aa + AaAa,NA,31.31209433,NA,NA,NA,NA
Aa - AaAa,NA,32.00230592,NA,-16.35710536,NA,NA
AaAa - Aa,NA,-32.00230592,NA,16.35710536,NA,NA
Aa,0.64,0.630156945,NA,0.0203414,NA,NA
AdAd,100.81,NA,NA,NA,NA,95.00948281
Aa / AdAd,NA,0.001242288,NA,NA,NA,-0.000782124
AdAd / Aa,NA,-26.89090071,NA,NA,-6.453582333,23.6634095
Aa * AdAd,NA,322.1495766,NA,NA,NA,320.0669756
Aa + AdAd,NA,NA,NA,NA,NA,94.87582635
Aa - AdAd,NA,NA,NA,NA,NA,-95.15087366
AdAd - Aa,NA,NA,NA,NA,NA,95.15087366
Aa,2.61,2.409914367,NA,NA,NA,NA
AdAd,6.98,NA,NA,NA,NA,4.099441116
Aa / AdAd,NA,0.130323654,-0.132259614,NA,-0.020586817,NA
AdAd / Aa,NA,-0.684282813,NA,NA,NA,0.667288381
Aa * AdAd,NA,46.69189203,NA,NA,NA,49.54293682
Aa + AdAd,NA,2.403592573,NA,NA,NA,6.126047751
Aa - AdAd,NA,2.204719835,-4.14670881,NA,NA,NA
AdAd - Aa,NA,-2.204719835,4.14670881,NA,NA,NA
Aa,9.25,9.319014704,NA,NA,NA,NA
AaAa,2.9,NA,NA,2.868930613,NA,NA
Aa / AaAa,NA,1.876938789,4.187053893,NA,NA,NA
AaAa / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAa,NA,19.92969359,NA,NA,NA,NA
Aa + AaAa,NA,9.309760446,-2.754715546,NA,NA,NA
Aa - AaAa,NA,9.326852646,NA,-3.068939626,NA,NA
AaAa - Aa,NA,-9.326852646,NA,3.068939626,NA,NA
Aa,5.2,4.730027688,NA,-0.446765542,NA,NA
AaAd,1134,NA,NA,-111.8070786,981.7768622,NA
Aa / AaAd,NA,0.001618546,NA,NA,-0.002873533,NA
AaAd / Aa,NA,-23.23097554,NA,NA,36.71222187,NA
Aa * AaAd,NA,16201.0525,NA,NA,NA,NA
Aa + AaAd,NA,NA,NA,-117.6207453,990.6627001,NA
Aa - AaAd,NA,NA,NA,101.9272333,-973.9660617,NA
AaAd - Aa,NA,NA,NA,-101.9272333,973.9660617,NA
Aa,4.65,4.571360657,NA,NA,NA,NA
AaAd,69.33332,NA,NA,NA,69.85878673,NA
Aa / AaAd,NA,0.114248024,NA,NA,-0.219525083,NA
AaAd / Aa,NA,NA,NA,-4.187493097,NA,NA
Aa * AaAd,NA,201.927434,NA,NA,NA,NA
Aa + AaAd,NA,3.984300829,NA,NA,71.27617865,NA
Aa - AaAd,NA,4.454854414,NA,NA,-69.40563926,NA
AaAd - Aa,NA,-4.454854414,NA,NA,69.40563926,NA
Aa,2.2,NA,NA,NA,7.551706032,NA
AaAd,7.2,-0.039941455,NA,NA,7.174190284,NA
Aa / AaAd,NA,NA,NA,NA,-31.17643453,NA
AaAd / Aa,NA,-0.001267284,NA,NA,0.151279609,NA
Aa * AaAd,NA,NA,NA,NA,337.1087389,NA
Aa + AaAd,NA,NA,NA,NA,14.60668938,NA
Aa - AaAd,NA,NA,NA,NA,NA,NA
AaAd - Aa,NA,NA,NA,NA,NA,NA
Aa,0.865,0.853353656,NA,NA,NA,NA
AaAd,5.2,NA,NA,NA,7.284480871,NA
Aa / AaAd,NA,0.017457336,NA,NA,NA,NA
AaAd / Aa,NA,-4.105494897,NA,NA,NA,NA
Aa * AaAd,NA,41.81983327,NA,NA,NA,NA
Aa + AaAd,NA,NA,NA,NA,8.947098676,NA
Aa - AaAd,NA,1.298989336,NA,NA,-7.914471131,NA
AaAd - Aa,NA,-1.298989336,NA,NA,7.914471131,NA
Aa,0.04,0.022157898,NA,NA,NA,NA
AaAa,2.98,NA,NA,2.727699285,NA,NA
Aa / AaAa,NA,NA,NA,-0.049539248,NA,NA
AaAa / Aa,NA,NA,NA,2.499441542,NA,NA
Aa * AaAa,NA,NA,NA,2.964495965,NA,NA
Aa + AaAa,NA,NA,NA,2.718882131,NA,NA
Aa - AaAa,NA,NA,NA,-2.740203828,0.500655392,NA
AaAa - Aa,NA,NA,NA,2.740203828,-0.500655392,NA
Aa,1.0015,0.990978257,NA,NA,NA,NA
AaAa,1.094,NA,NA,1.058513215,NA,NA
Aa / AaAa,NA,0.309361602,NA,-0.221726924,NA,NA
AaAa / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAa,NA,3.135727123,-1.370076205,NA,NA,NA
Aa + AaAa,NA,1.001167962,NA,0.980028778,NA,NA
Aa - AaAa,NA,0.986800342,NA,-1.109049152,NA,NA
AaAa - Aa,NA,-0.986800342,NA,1.109049152,NA,NA
Aa,0.903,0.928364591,NA,0.083841571,NA,0.082630174
AaAa,328.09,NA,NA,321.4961126,NA,NA
Aa / AaAa,NA,0.001513665,0.001952461,NA,NA,NA
AaAa / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAa,NA,498.8843208,NA,460.9745265,NA,NA
Aa + AaAa,NA,NA,NA,321.7866419,NA,NA
Aa - AaAa,NA,NA,NA,-321.2085567,NA,NA
AaAa - Aa,NA,NA,NA,321.2085567,NA,NA
Aa,4.75,5.493746454,NA,NA,-2.197813041,-0.278780448
AdAd,24.75,NA,NA,NA,NA,24.84453654
Aa / AdAd,NA,0.102323519,NA,NA,NA,-0.116140039
AdAd / Aa,NA,-0.712184802,NA,NA,NA,1.00785613
Aa * AdAd,NA,276.3406932,NA,NA,NA,511.0617661
Aa + AdAd,NA,4.694935304,NA,NA,NA,24.34755655
Aa - AdAd,NA,5.749659127,NA,NA,NA,-25.037835
AdAd - Aa,NA,-5.749659127,NA,NA,NA,25.037835
Aa,16.176375,15.57673382,NA,NA,NA,NA
AaAd,5.3,NA,NA,NA,5.350677506,NA
Aa / AaAd,NA,7.096447182,NA,NA,-23.12682958,NA
AaAd / Aa,NA,NA,NA,NA,0.119554147,NA
Aa * AaAd,NA,34.67201578,NA,NA,68.50369749,NA
Aa + AaAd,NA,16.20008952,NA,NA,NA,NA
Aa - AaAd,NA,15.32718106,NA,NA,-3.800453758,NA
AaAd - Aa,NA,-15.32718106,NA,NA,3.800453758,NA
Aa,2.15,2.046708009,NA,NA,NA,NA
AaAd,2.66,NA,NA,NA,2.971015176,NA
Aa / AaAd,NA,0.481008364,-0.086248797,NA,-0.788307179,NA
AaAd / Aa,NA,-0.293626723,NA,NA,NA,NA
Aa * AaAd,NA,9.421677713,NA,NA,13.81100006,NA
Aa + AaAd,NA,1.942555479,NA,NA,3.446845754,NA
Aa - AaAd,NA,2.04499006,NA,NA,-1.829480649,NA
AaAd - Aa,NA,-2.04499006,NA,NA,1.829480649,NA
Aa,446,419.5158926,NA,NA,NA,NA
AaAa,0.28,NA,NA,0.278788561,NA,NA
Aa / AaAa,NA,706.2556539,NA,NA,NA,NA
AaAa / Aa,NA,NA,NA,0.000113683,NA,NA
Aa * AaAa,NA,NA,NA,286.6738217,NA,NA
Aa + AaAa,NA,419.5226537,NA,NA,NA,NA
Aa - AaAa,NA,419.5091273,NA,NA,NA,NA
AaAa - Aa,NA,-419.5091273,NA,NA,NA,NA
Aa,6.1,5.51099939,NA,NA,NA,NA
AdAd,17.3,NA,NA,NA,NA,17.43657216
Aa / AdAd,NA,NA,-3.708723946,NA,NA,NA
AdAd / Aa,NA,-0.026316813,NA,NA,NA,0.437020727
Aa * AdAd,NA,NA,NA,NA,NA,699.0897198
Aa + AdAd,NA,5.022876231,NA,NA,NA,18.29430843
Aa - AdAd,NA,5.41401561,NA,NA,NA,-11.79095928
AdAd - Aa,NA,-5.41401561,NA,NA,NA,11.79095928
Aa,2.115,1.751617264,NA,NA,NA,1.294297055
AaAa,6.19,NA,NA,6.065404198,0.319542008,NA
Aa / AaAa,NA,0.166628145,3.456656308,NA,NA,NA
AaAa / Aa,NA,NA,NA,0.282120365,NA,NA
Aa * AaAa,NA,17.00324771,NA,130.0044355,NA,NA
Aa + AaAa,NA,1.769791174,NA,5.183099964,NA,NA
Aa - AaAa,NA,1.721959694,NA,-4.384526389,NA,NA
AaAa - Aa,NA,-1.721959694,NA,4.384526389,NA,NA
Aa,0.015625,0.017211677,NA,NA,-0.006666051,0.001705915
AdAd,9.5,NA,NA,NA,NA,7.915422587
Aa / AdAd,NA,0.000670714,NA,NA,NA,NA
AdAd / Aa,NA,-238.7683485,NA,NA,NA,NA
Aa * AdAd,NA,0.368109945,NA,NA,NA,0.390163994
Aa + AdAd,NA,NA,NA,NA,NA,7.920517777
Aa - AdAd,NA,NA,NA,NA,NA,-7.91013046
AdAd - Aa,NA,NA,NA,NA,NA,7.91013046
Aa,0.208,0.221645181,NA,NA,NA,NA
AaAd,11.834,NA,NA,NA,8.534361866,NA
Aa / AaAd,NA,0.009309998,NA,NA,NA,NA
AaAd / Aa,NA,-6.013109538,NA,NA,NA,NA
Aa * AaAd,NA,4.373671422,NA,0.230024671,9.776921819,NA
Aa + AaAd,NA,NA,NA,NA,9.060920005,NA
Aa - AaAd,NA,NA,NA,NA,-8.025143994,NA
AaAd - Aa,NA,NA,NA,NA,8.025143994,NA
Aa,8.445,8.462169379,NA,NA,NA,NA
AaAd,4.6,NA,NA,NA,6.501967287,NA
Aa / AaAd,NA,0.450352795,NA,NA,-0.401098282,NA
AaAd / Aa,NA,-0.260030816,NA,NA,NA,NA
Aa * AaAd,NA,161.7505013,NA,NA,158.0163757,NA
Aa + AaAd,NA,8.537695942,NA,NA,NA,NA
Aa - AaAd,NA,9.016163935,NA,NA,-6.232686597,NA
AaAd - Aa,NA,-9.016163935,NA,NA,6.232686597,NA
Aa,16.8,15.99742623,NA,-1.062942153,NA,NA
AaAd,13,NA,NA,NA,12.49023702,-0.138302472
Aa / AaAd,NA,NA,NA,NA,-11.72876718,NA
AaAd / Aa,NA,-0.007064285,NA,NA,0.109436953,NA
Aa * AaAd,NA,144.5633653,NA,NA,1300.17908,NA
Aa + AaAd,NA,16.85391896,NA,NA,NA,NA
Aa - AaAd,NA,15.44791548,NA,NA,NA,NA
AaAd - Aa,NA,-15.44791548,NA,NA,NA,NA
Aa,38,38.88691519,NA,NA,NA,NA
AdAd,9.5,NA,NA,NA,NA,9.892989237
Aa / AdAd,NA,1.095623654,NA,NA,NA,-0.931614369
AdAd / Aa,NA,-0.054512425,NA,NA,NA,0.05549509
Aa * AdAd,NA,1172.501165,NA,NA,NA,NA
Aa + AdAd,NA,37.64374655,NA,NA,NA,NA
Aa - AdAd,NA,39.72763084,NA,NA,NA,NA
AdAd - Aa,NA,-39.72763084,NA,NA,NA,NA
Aa,14.8895,14.88893457,NA,NA,NA,NA
AaAa,8.34,NA,NA,7.753300925,NA,NA
Aa / AaAa,NA,0.800317253,NA,-0.69397126,NA,NA
AaAa / Aa,NA,NA,NA,NA,-0.313171281,NA
Aa * AaAa,NA,286.155393,NA,202.3341019,-216.1286074,NA
Aa + AaAa,NA,14.94371885,NA,7.959668047,NA,NA
Aa - AaAa,NA,14.87986375,NA,-8.283619861,NA,NA
AaAa - Aa,NA,-14.87986375,NA,8.283619861,NA,NA
Aa,9.45,8.387903088,NA,NA,NA,NA
AaAd,0.4325,NA,NA,NA,0.40972195,NA
Aa / AaAd,NA,NA,NA,NA,-176.9281785,NA
AaAd / Aa,NA,-0.000551851,NA,NA,0.006469568,NA
Aa * AaAd,NA,2.173809022,NA,NA,26.99706528,NA
Aa + AaAd,NA,8.421704542,NA,NA,NA,NA
Aa - AaAd,NA,8.355659782,NA,NA,NA,NA
AaAd - Aa,NA,-8.355659782,NA,NA,NA,NA
Aa,0.044,0.036589783,NA,NA,NA,NA
AaAd,4.488,NA,NA,NA,2.45681547,NA
Aa / AaAd,NA,NA,NA,NA,NA,NA
AaAd / Aa,NA,NA,NA,NA,NA,NA
Aa * AaAd,NA,0.945531916,NA,NA,NA,NA
Aa + AaAd,NA,0.268425688,NA,NA,2.344712148,NA
Aa - AaAd,NA,NA,NA,NA,-2.574607744,NA
AaAd - Aa,NA,NA,NA,NA,2.574607744,NA
Aa,0.00546875,0.005168415,NA,NA,NA,NA
AaAd,9,NA,NA,NA,9.164090948,NA
Aa / AaAd,NA,0.000232601,NA,NA,-0.000479299,NA
AaAd / Aa,NA,-79.67735177,NA,NA,NA,NA
Aa * AaAd,NA,0.100999439,NA,NA,0.302571547,NA
Aa + AaAd,NA,NA,NA,NA,9.173398145,NA
Aa - AaAd,NA,NA,NA,NA,-9.154881258,NA
AaAd - Aa,NA,NA,NA,NA,9.154881258,NA
Aa,1.545,1.520423809,NA,NA,NA,NA
AaAd,130,NA,NA,NA,131.0183483,NA
Aa / AaAd,NA,0.007229608,NA,NA,-0.022675536,NA
AaAd / Aa,NA,-4.982105586,NA,NA,NA,NA
Aa * AaAd,NA,343.1861862,NA,82.09559002,912.6974458,NA
Aa + AaAd,NA,NA,NA,9.1417654,132.6765271,NA
Aa - AaAd,NA,NA,NA,NA,-128.7417472,NA
AaAd - Aa,NA,NA,NA,NA,128.7417472,NA
Aa,5.8,6.521350745,NA,NA,NA,NA
AaAa,0.08,-0.017491203,-0.084400845,NA,NA,NA
Aa / AaAa,NA,5.653941424,NA,NA,NA,1.456332089
AaAa / Aa,NA,-0.017899797,-0.008718109,NA,NA,NA
Aa * AaAa,NA,7.308127202,NA,2.285178845,NA,NA
Aa + AaAa,NA,6.507185035,NA,NA,NA,NA
Aa - AaAa,NA,6.535798195,NA,NA,NA,NA
AaAa - Aa,NA,-6.535798195,NA,NA,NA,NA
Aa,4.505,4.62233241,NA,NA,NA,NA
AdAd,0.092,NA,NA,NA,NA,0.124781223
Aa / AdAd,NA,4.839809405,NA,NA,NA,-6.924643488
AdAd / Aa,NA,-0.002458967,NA,NA,NA,0.003720889
Aa * AdAd,NA,3.395205104,NA,NA,NA,NA
Aa + AdAd,NA,4.629572016,NA,NA,NA,NA
Aa - AdAd,NA,4.616802905,NA,NA,NA,NA
AdAd - Aa,NA,-4.616802905,NA,NA,NA,NA
Aa,1.45,1.51957628,NA,NA,NA,NA
AaAa,3.4,0.398859664,NA,3.432194683,NA,NA
Aa / AaAa,NA,0.092916495,NA,-0.053361737,NA,NA
AaAa / Aa,NA,-1.51151944,NA,1.400948036,0.949616894,NA
Aa * AaAa,NA,24.56976144,NA,12.35949421,NA,NA
Aa + AaAa,NA,1.905688287,NA,3.441416667,NA,NA
Aa - AaAa,NA,1.111326588,NA,-3.427948208,NA,NA
AaAa - Aa,NA,-1.111326588,NA,3.427948208,NA,NA
Aa,0.945,NA,NA,NA,7.383324093,-1.81782672
AaAa,3.65,NA,NA,3.49450635,NA,NA
Aa / AaAa,NA,NA,NA,-4.47783838,NA,NA
AaAa / Aa,NA,NA,NA,0.038078121,NA,NA
Aa * AaAa,NA,NA,NA,335.0771713,NA,NA
Aa + AaAa,NA,NA,-5.217752168,NA,6.463256306,NA
Aa - AaAa,NA,NA,NA,NA,NA,NA
AaAa - Aa,NA,NA,NA,NA,NA,NA
Aa,30.75,28.83021558,NA,NA,NA,NA
AaAd,17.04,NA,NA,NA,17.223512,NA
Aa / AaAd,NA,5.230825821,NA,NA,-54.64849202,NA
AaAd / Aa,NA,-0.006161481,NA,NA,0.123741146,NA
Aa * AaAd,NA,117.5241301,NA,NA,2388.739974,NA
Aa + AaAd,NA,29.59397293,NA,NA,8.938022943,NA
Aa - AaAd,NA,28.23576873,NA,NA,-9.902959229,NA
AaAd - Aa,NA,-28.23576873,NA,NA,9.902959229,NA
Aa,8.4,8.384592572,NA,NA,NA,NA
AaAa,30.88096,NA,NA,29.65577007,NA,NA
Aa / AaAa,NA,0.139853949,0.330744894,NA,NA,NA
AaAa / Aa,NA,-0.663216703,NA,1.105161975,NA,NA
Aa * AaAa,NA,489.2000677,NA,784.8409521,NA,NA
Aa + AaAa,NA,8.509043801,NA,30.32555732,NA,NA
Aa - AaAa,NA,8.714380073,NA,-29.42215831,NA,NA
AaAa - Aa,NA,-8.714380073,NA,29.42215831,NA,NA
